id,nct_id,agency_class,lead_or_collaborator,name,new_class
7880923,NCT01558115,NIH,collaborator,National Institutes of Health (NIH),Government Agency
7880924,NCT01558115,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7880925,NCT01558115,INDUSTRY,collaborator,Amgen,Other
7878954,NCT01536678,INDUSTRY,lead,GlaxoSmithKline,Other
7660563,NCT00975000,INDUSTRY,lead,Amgen,Other
7660568,NCT00975221,INDUSTRY,lead,Amgen,Other
7866578,NCT01398085,OTHER,lead,"University College, London",University
7660634,NCT00977080,INDUSTRY,lead,Abbott,Other
7866579,NCT01398085,OTHER,collaborator,Cancer Research UK,Other
7867063,NCT01403324,OTHER,lead,"Gustave Roussy, Cancer Campus, Grand Paris",Health care Institution
7866454,NCT00768820,OTHER,lead,The Chaim Sheba Medical Center,Health care Institution
7790808,NCT04064827,INDUSTRY,lead,AbbVie,Other
7866654,NCT01398774,OTHER,lead,Children's Hospital of Philadelphia,Health care Institution
7867558,NCT01408368,OTHER,lead,Jagiellonian University,University
7879204,NCT01539499,OTHER,lead,University of Arkansas,University
7867702,NCT01409798,OTHER,lead,University of Nebraska,University
7879211,NCT01539655,INDUSTRY,lead,Sanofi,Other
7868786,NCT01421407,INDUSTRY,lead,Theraclion,Other
7868005,NCT01413113,OTHER,lead,University of Washington,University
7868006,NCT01413113,INDUSTRY,collaborator,GlaxoSmithKline,Other
7868007,NCT01413113,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7868008,NCT01413113,NETWORK,collaborator,National Comprehensive Cancer Network,Other
7868393,NCT01417442,OTHER,lead,Bezmialem Vakif University,University
7660852,NCT00984282,INDUSTRY,lead,Bayer,Other
7660853,NCT00984282,INDUSTRY,collaborator,Amgen,Other
7791670,NCT01412762,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
7869144,NCT01424878,NIH,lead,National Cancer Institute (NCI),Government Agency
7869430,NCT01428167,OTHER,lead,"The University of Texas Medical Branch, Galveston",University
7869302,NCT01426724,OTHER,lead,University of Virginia,University
7879790,NCT01545622,OTHER,lead,University of Arkansas,University
7792171,NCT00615537,INDUSTRY,lead,"BioTex, Inc.",Industry
7792172,NCT00615537,OTHER,collaborator,Rhode Island Hospital,Health care Institution
8124642,NCT03137316,OTHER,lead,Benha University,University
8124643,NCT03137316,INDUSTRY,collaborator,New Jeddah Clinic Hospital,Health care Institution
7869906,NCT01433809,OTHER,lead,Norman Eberhardt,Other
7870186,NCT01436994,OTHER,lead,Newcastle-upon-Tyne Hospitals NHS Trust,Health care Institution
7870204,NCT01437254,OTHER,lead,AHS Cancer Control Alberta,Other
7870205,NCT01437254,UNKNOWN,collaborator,"Natural Resources, Canada",Other
7870206,NCT01437254,UNKNOWN,collaborator,Edmonton PET Centre,Other
7870339,NCT01438554,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Health care Institution
7870340,NCT01438554,NETWORK,collaborator,National Comprehensive Cancer Network,Other
7870341,NCT01438554,INDUSTRY,collaborator,Novartis,Other
7661032,NCT00990704,INDUSTRY,lead,Abbott,Other
7871087,NCT01447368,OTHER,lead,The University of Hong Kong,University
7870548,NCT01441154,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7880316,NCT01551498,INDUSTRY,lead,"Rock Creek Pharmaceuticals, Inc.",Industry
8081736,NCT00742716,INDUSTRY,lead,"OPKO IP Holdings II, Inc.",Industry
7872209,NCT01460030,INDUSTRY,lead,"Kyowa Kirin Co., Ltd.",Industry
7873838,NCT01479088,OTHER,lead,ENRICO VERRINA,Other
8124866,NCT03134976,OTHER,lead,University of Michigan,University
7874063,NCT01481402,OTHER,lead,Jens Faber,Other
7874334,NCT01484379,OTHER,lead,Rambam Health Care Campus,Other
7874573,NCT01487057,OTHER,lead,Prof. Dr. I. Chiricuta Institute of Oncology,Other
7874574,NCT01487057,OTHER,collaborator,Iuliu Hatieganu University of Medicine and Pharmacy,University
7871598,NCT01453634,INDUSTRY,lead,"OPKO Health, Inc.",Industry
7872055,NCT01458600,OTHER,lead,Mikael Lantz,Other
7872724,NCT01465867,OTHER,lead,University of Roma La Sapienza,University
7873171,NCT01471288,OTHER,lead,Mashhad University of Medical Sciences,University
7873172,NCT01471288,UNKNOWN,collaborator,Pharmaceutical Research Center,Other
7661281,NCT00999037,OTHER,lead,"University of California, Los Angeles",University
7661282,NCT00999037,OTHER,collaborator,Loma Linda University,University
7874539,NCT01486667,OTHER,lead,King Saud University,University
7874753,NCT01488721,INDUSTRY,lead,Luminex Corporation,Other
7875645,NCT01498341,OTHER,lead,University of Aarhus,University
7881129,NCT01560299,OTHER,lead,Mashhad University of Medical Sciences,University
7794051,NCT00639405,OTHER,lead,State University of New York - Upstate Medical University,University
7876857,NCT01511393,INDUSTRY,lead,Novo Nordisk A/S,Other
7876746,NCT01510002,OTHER,lead,Jagiellonian University,University
8125486,NCT03128255,OTHER,lead,Jena University Hospital,Health care Institution
8125487,NCT03128255,INDUSTRY,collaborator,GE Healthcare,Other
7876858,NCT01511393,INDUSTRY,collaborator,AstraZeneca,Other
7876859,NCT01511393,INDUSTRY,collaborator,Eli Lilly and Company,Other
7876860,NCT01511393,INDUSTRY,collaborator,"United BioSource, LLC",Other
7675210,NCT01502410,NIH,lead,National Cancer Institute (NCI),Government Agency
8082417,NCT00454220,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7876931,NCT01512212,OTHER,lead,SB Istanbul Education and Research Hospital,Health care Institution
7876932,NCT01512212,OTHER,collaborator,Bezmialem Vakif University,University
8099243,NCT03379181,OTHER,lead,"University Hospital, Basel, Switzerland",Health care Institution
7881592,NCT01565486,OTHER,lead,Seoul St. Mary's Hospital,Health care Institution
8099380,NCT03377829,OTHER,lead,WeiWei Zhan,Other
7675193,NCT01501110,OTHER,lead,Federal University of Rio Grande do Sul,University
7675194,NCT01501110,OTHER,collaborator,Hospital de Clinicas de Porto Alegre,Health care Institution
7675195,NCT01501110,UNKNOWN,collaborator,Programa de pós-graduação em endocrinologia,Other
7882315,NCT01573520,OTHER,lead,Michel Burnier,Other
7882171,NCT01571843,OTHER,lead,Columbia University,University
7882172,NCT01571843,NIH,collaborator,National Institutes of Health (NIH),Government Agency
7882173,NCT01571843,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
7883470,NCT01586520,OTHER,lead,Newcastle-upon-Tyne Hospitals NHS Trust,Health care Institution
7882454,NCT01574859,OTHER,lead,"Rigshospitalet, Denmark",Health care Institution
7882832,NCT01579344,OTHER,lead,Fabricio Lopes da Fonseca,Other
7882851,NCT01579539,OTHER,lead,Medical University of Vienna,University
8099568,NCT03375931,OTHER,lead,Yonsei University,University
7675304,NCT01506947,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7931781,NCT02055989,OTHER,lead,Royal Marsden NHS Foundation Trust,Other
8100177,NCT03369405,OTHER,lead,University at Buffalo,University
8126727,NCT03115515,OTHER,lead,Medstar Health Research Institute,Other
7837876,NCT01137097,OTHER,lead,Samsung Medical Center,Health care Institution
7883628,NCT01588288,OTHER,lead,"University Hospital, Rouen",Health care Institution
7931841,NCT02056730,OTHER,lead,Chulalongkorn University,Health care Institution
8127169,NCT03110835,OTHER,lead,University of Pisa,University
8126860,NCT03114267,OTHER,lead,"Centre Hospitalier Universitaire, Amiens",Health care Institution
7884546,NCT01598727,OTHER,lead,Sheffield Teaching Hospitals NHS Foundation Trust,Health care Institution
7884547,NCT01598727,UNKNOWN,collaborator,"Fluoptics Ltd, Grenoble, France",Other
7884605,NCT01599273,OTHER,lead,Yonsei University,University
8127181,NCT03110848,OTHER,lead,University of Pisa,University
8127268,NCT03109847,OTHER,lead,Sidney Kimmel Cancer Center at Thomas Jefferson University,Health care Institution
7885586,NCT01609946,OTHER,lead,Johannes Vermehren,Other
8127484,NCT03108222,OTHER,lead,Purdue University,University
8127733,NCT03105648,OTHER,lead,National Taiwan University Hospital,Health care Institution
8127589,NCT03107078,OTHER_GOV,lead,Jie Shen,Other
8127590,NCT03107078,OTHER,collaborator,The Fifth Affiliated Hospital of Southern Medical University,Health care Institution
8127591,NCT03107078,OTHER,collaborator,Huadu District People's Hospital of Guangzhou,Health care Institution
8127592,NCT03107078,OTHER,collaborator,Zhujiang Hospital,Health care Institution
8127596,NCT03106935,OTHER,lead,Second Affiliated Hospital of Soochow University,Health care Institution
7885745,NCT01611896,OTHER,lead,"Rigshospitalet, Denmark",Health care Institution
7885749,NCT01611896,OTHER,collaborator,Bispebjerg Hospital,Health care Institution
7885750,NCT01611896,OTHER,collaborator,Hvidovre University Hospital,Health care Institution
7885751,NCT01611896,OTHER,collaborator,"Hillerod Hospital, Denmark",Health care Institution
7885752,NCT01611896,OTHER,collaborator,"Copenhagen Trial Unit, Center for Clinical Intervention Research",Other
7885753,NCT01611896,OTHER,collaborator,Danish Council for Independent Research,Other
7885754,NCT01611896,OTHER,collaborator,The Danish Council for Strategic Research,Other
7885746,NCT01611896,OTHER,collaborator,Odense University Hospital,Health care Institution
7885747,NCT01611896,OTHER,collaborator,Hospital of South West Denmark,Health care Institution
8100700,NCT03363347,OTHER,lead,Heidelberg University,University
7885748,NCT01611896,OTHER,collaborator,Herlev Hospital,Health care Institution
8127915,NCT03103776,OTHER,lead,"Centre Hospitalier Universitaire, Amiens",Health care Institution
8128078,NCT03102177,OTHER,lead,Georgetown University,University
8127942,NCT03103607,OTHER,lead,University of Pisa,University
7932106,NCT02059655,OTHER,lead,Cardiff University,University
7932107,NCT02059655,UNKNOWN,collaborator,National Institute for Social Care and Health Research,Government Agency
7886170,NCT01616108,OTHER,lead,Smith-Kettlewell Eye Research Institute,Other
7886171,NCT01616108,OTHER,collaborator,Eidactics,Other
7886172,NCT01616108,OTHER,collaborator,Sutter Health,Other
7886173,NCT01616108,OTHER,collaborator,Strabismus Research Foundation,Other
7886191,NCT01616316,OTHER,lead,Samsung Medical Center,Health care Institution
7886364,NCT01617694,OTHER,lead,Yonsei University,University
8128067,NCT03102099,OTHER,lead,Peking University Third Hospital,Health care Institution
7932241,NCT02061111,OTHER,lead,Naestved Hospital,Health care Institution
7932242,NCT02061111,OTHER,collaborator,University of Southern Denmark,University
7932243,NCT02061111,OTHER,collaborator,Region Zealand,Other
8101035,NCT03359668,OTHER,lead,"University Health Network, Toronto",University
7887145,NCT01625520,OTHER,lead,Federico II University,University
8128627,NCT03096613,OTHER,lead,"Chinese Academy of Medical Sciences, Fuwai Hospital",Health care Institution
7887635,NCT01631305,OTHER,lead,Sinaloa Pediatric Hospital,Health care Institution
7675913,NCT01534897,OTHER,lead,Massachusetts General Hospital,Health care Institution
7675914,NCT01534897,INDUSTRY,collaborator,GlaxoSmithKline,Other
8128434,NCT03098225,OTHER,lead,University of Pisa,University
8128630,NCT03096613,OTHER,collaborator,The First Hospital of Hebei Medical University,Health care Institution
8128631,NCT03096613,OTHER,collaborator,Henan Provincial People's Hospital,Health care Institution
8128628,NCT03096613,OTHER,collaborator,The Luhe Teaching Hospital of the Capital Medical University,Health care Institution
8128629,NCT03096613,OTHER,collaborator,Tianjin Medical University Second Hospital,Health care Institution
7707721,NCT02781844,INDUSTRY,lead,Shire,Other
8128668,NCT03095963,OTHER,lead,Azienda USL Modena,Other
7676843,NCT01574287,OTHER,lead,"David M. Schuster, MD",Health care Institution
8128876,NCT03093909,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8128877,NCT03093909,UNKNOWN,collaborator,James B. and Lois R. Archer Charitable Foundation,Other
7888551,NCT01641679,OTHER,lead,The Netherlands Cancer Institute,Other
7888552,NCT01641679,OTHER,collaborator,"Amsterdam UMC, location VUmc",Other
7888553,NCT01641679,OTHER,collaborator,UMC Utrecht,Other
7676883,NCT01576146,INDUSTRY,lead,KAI Pharmaceuticals,Other
8128878,NCT03093909,OTHER,collaborator,Gateway for Cancer Research,Other
7678640,NCT01655719,OTHER,lead,University of Michigan,University
7811458,NCT00859612,OTHER,lead,"Hartmut Malluche, MD",Other
7678145,NCT01633853,OTHER,lead,"Dongliang Zhang, MD",Other
7678146,NCT01633853,OTHER,collaborator,Beijing Municipal Science & Technology Commission,Other
7678278,NCT01640184,OTHER,lead,"Dongliang Zhang, MD",Other
7678279,NCT01640184,OTHER,collaborator,Beijing Municipal Science & Technology Commission,Other
7811255,NCT00856401,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Government Agency
8129103,NCT03091140,OTHER,lead,Aristotle University Of Thessaloniki,University
7811366,NCT00858104,INDUSTRY,lead,Elesta S.R.L.,Other
7678515,NCT01651000,INDUSTRY,lead,"OPKO IP Holdings II, Inc.",Industry
7678641,NCT01655719,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7679573,NCT01691781,OTHER,lead,Brigham and Women's Hospital,Health care Institution
7678786,NCT01661179,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
8129636,NCT03085615,OTHER,lead,University of Illinois at Chicago,University
8129637,NCT03085615,OTHER,collaborator,American Society for Parenteral and Enteral Nutrition,Other
8129638,NCT03085615,OTHER,collaborator,Rush University Medical Center,Health care Institution
7889018,NCT01647503,OTHER_GOV,lead,Postgraduate Institute of Medical Education and Research,Other
7889038,NCT01647750,OTHER,lead,Newcastle-upon-Tyne Hospitals NHS Trust,Health care Institution
7889039,NCT01647750,OTHER_GOV,collaborator,"National Institute for Health Research, United Kingdom",Government Agency
7889086,NCT01648569,NETWORK,lead,Korean Association of Endocrine Surgeons,Other
7889141,NCT01649206,OTHER,lead,Federico II University,University
7680373,NCT01728623,INDUSTRY,lead,"Eisai Co., Ltd.",Industry
7679858,NCT01704079,INDUSTRY,lead,"OPKO IP Holdings II, Inc.",Industry
8129962,NCT03082742,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
7840226,NCT01163565,OTHER,lead,University of Alberta,University
7680526,NCT05316922,OTHER,lead,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",Other
7840227,NCT01163565,INDUSTRY,collaborator,Medtronic - MITG,Other
7840230,NCT01163669,OTHER,lead,The Cleveland Clinic,Other
7840231,NCT01163669,INDUSTRY,collaborator,Amgen,Other
7813072,NCT00877981,OTHER,lead,Uppsala University,University
7708347,NCT02833857,INDUSTRY,lead,Amgen,Other
7890023,NCT01659385,OTHER,lead,University of Nebraska,University
7813029,NCT00877630,OTHER,lead,Second Military Medical University,University
7889741,NCT01656070,OTHER,lead,University of Milan,University
7838307,NCT01141309,OTHER,lead,Memorial Sloan Kettering Cancer Center,Health care Institution
7681333,NCT04639960,OTHER,lead,"University of Geneva, Switzerland",University
7889915,NCT01658085,OTHER,lead,Hospital Universitari de Bellvitge,Health care Institution
7813073,NCT00877981,OTHER,collaborator,Lund University,University
7813074,NCT00877981,OTHER,collaborator,University of Aarhus,University
7682053,NCT03065218,OTHER,lead,Medstar Health Research Institute,Other
7890108,NCT01660126,OTHER,lead,NHS Greater Glasgow and Clyde,Other
7890109,NCT01660126,OTHER,collaborator,University of Glasgow,University
7890110,NCT01660126,OTHER,collaborator,University College Cork,University
7890111,NCT01660126,OTHER,collaborator,University of Bern,University
7890112,NCT01660126,OTHER,collaborator,Leiden University Medical Center,Health care Institution
7890560,NCT01665651,OTHER,lead,Bing Shu,Other
7813272,NCT00880503,NIH,lead,National Cancer Institute (NCI),Government Agency
7708487,NCT02845336,OTHER,lead,Johns Hopkins University,University
8130973,NCT03072654,OTHER,lead,University of Southern Denmark,University
7890561,NCT01665651,OTHER,collaborator,Huadong Hospital,Health care Institution
7890562,NCT01665651,OTHER,collaborator,The First Affiliated Hospital of Anhui University of Chinese Medicine,Health care Institution
7890563,NCT01665651,OTHER,collaborator,Longhua Hospital,Health care Institution
7813810,NCT00887666,OTHER,lead,State University of New York - Downstate Medical Center,Health care Institution
7683352,NCT01780584,OTHER,lead,National Cardiovascular Center Harapan Kita Hospital Indonesia,Health care Institution
7813773,NCT00887107,OTHER,lead,Leiden University Medical Center,Health care Institution
7838549,NCT01143987,OTHER,lead,Chinese University of Hong Kong,University
7813838,NCT00888069,INDUSTRY,lead,"OPKO IP Holdings II, Inc.",Industry
7840284,NCT01164176,OTHER,lead,Yonsei University,University
7683485,NCT01785849,INDUSTRY,lead,Amgen,Other
7683486,NCT01785875,INDUSTRY,lead,Amgen,Other
7683546,NCT01788046,INDUSTRY,lead,Amgen,Other
8131852,NCT03063190,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
7683779,NCT01798966,INDUSTRY,lead,Sensimed AG,Other
7683780,NCT01798966,OTHER,collaborator,"University of California, San Diego",University
7684514,NCT01832753,OTHER,lead,Children's Hospital of Philadelphia,Health care Institution
7684515,NCT01832753,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Government Agency
8131540,NCT03066076,OTHER,lead,Medical University of Vienna,University
7890826,NCT01668238,OTHER,lead,XU Zhi,Other
7890827,NCT01668238,OTHER,collaborator,Peking University,University
7684027,NCT01811212,NIH,lead,National Cancer Institute (NCI),Government Agency
7684028,NCT01811212,INDUSTRY,collaborator,Exelixis,Other
8131727,NCT03064542,OTHER_GOV,lead,"Clinical Nutrition Research Centre, Singapore",Other
8131728,NCT03064542,OTHER,collaborator,"Agency for Science, Technology and Research",Other
7838643,NCT01145040,OTHER,lead,Ruhr University of Bochum,Health care Institution
7684736,NCT01843062,INDUSTRY,lead,AstraZeneca,Other
7684639,NCT01838642,NIH,lead,National Institutes of Health Clinical Center (CC),Government Agency
7684640,NCT01838642,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8132004,NCT03061318,OTHER,lead,Hernán González,Other
7709179,NCT02910466,INDUSTRY,lead,Shire,Other
8132326,NCT03057925,OTHER,lead,Wenjun Wu,Other
8132327,NCT03057925,OTHER,collaborator,First Affiliated Hospital of Wenzhou Medical University,Health care Institution
7711572,NCT03106337,OTHER,lead,Massachusetts General Hospital,Health care Institution
7891441,NCT01675089,OTHER,lead,University of Sao Paulo General Hospital,Health care Institution
7685276,NCT01868997,INDUSTRY,lead,"Horizon Pharma USA, Inc.",Industry
7685415,NCT01876784,INDUSTRY,lead,"Genzyme, a Sanofi Company",Other
7815151,NCT00902122,INDUSTRY,lead,"Shenzhen SiBiono GeneTech Co.,Ltd",Industry
8132659,NCT03053999,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8132734,NCT03053115,OTHER,lead,Azienda USL Modena,Other
7685957,NCT05078853,OTHER,lead,Soroka University Medical Center,Health care Institution
8133185,NCT03048877,OTHER,lead,Peking Union Medical College Hospital,Health care Institution
8132913,NCT03051126,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8133206,NCT03048708,OTHER,lead,University Hospitals Coventry and Warwickshire NHS Trust,Health care Institution
8132821,NCT03052075,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8133585,NCT03044600,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8133411,NCT03046524,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
7815436,NCT00905866,OTHER,lead,Mackay Memorial Hospital,Health care Institution
7686382,NCT04305561,OTHER,lead,Odense University Hospital,Health care Institution
7686858,NCT02628067,INDUSTRY,lead,Merck Sharp & Dohme Corp.,Other
7686678,NCT03360890,OTHER,lead,University of Chicago,University
8134180,NCT03039439,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8134181,NCT03039439,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7687814,NCT01921452,INDUSTRY,lead,"Merck KGaA, Darmstadt, Germany",Other
8134418,NCT03036956,INDUSTRY,lead,Abbott,Other
8134419,NCT03036956,INDUSTRY,collaborator,Dimension Research,Other
7687708,NCT01916304,INDUSTRY,lead,Takeda,Other
7687285,NCT01896232,INDUSTRY,lead,Amgen,Other
7688052,NCT01932970,INDUSTRY,lead,Amgen,Other
8134619,NCT03034707,OTHER,lead,University of Minnesota,University
8134620,NCT03034707,OTHER,collaborator,Johns Hopkins University,University
8134621,NCT03034707,OTHER,collaborator,Boston Medical Center,Health care Institution
8134622,NCT03034707,OTHER,collaborator,Children's Mercy Hospital Kansas City,Health care Institution
7687934,NCT01927887,OTHER,lead,Massachusetts General Hospital,Health care Institution
7816410,NCT00917189,OTHER,lead,State University of New York - Upstate Medical University,University
7688183,NCT01939977,OTHER,lead,Fundación Senefro,Other
7688184,NCT01939977,INDUSTRY,collaborator,AbbVie,Other
7688185,NCT01939977,INDUSTRY,collaborator,Effice Servicios Para la Investigacion S.L.,Other
7816378,NCT00916955,OTHER,lead,State University of New York - Upstate Medical University,University
7816379,NCT00916955,OTHER,collaborator,Albert Einstein College of Medicine,Other
8134856,NCT03032198,INDUSTRY,lead,Seno Medical Instruments Inc.,Industry
7816411,NCT00917189,NIH,collaborator,National Institute of Mental Health (NIMH),Government Agency
7816419,NCT00917241,OTHER,lead,Xiao-Ming Mao,Other
8134923,NCT03031639,OTHER,lead,Khon Kaen University,University
7688398,NCT01950260,OTHER,lead,Mayo Clinic,Health care Institution
7709637,NCT02946918,OTHER,lead,University of Texas Southwestern Medical Center,Health care Institution
7709638,NCT02946918,UNKNOWN,collaborator,Akrimax Pharmaceuticals,Other
8135690,NCT03024151,OTHER,lead,Inje University,University
8135169,NCT03029429,OTHER,lead,Vanderbilt University Medical Center,Health care Institution
8135170,NCT03029429,OTHER,collaborator,Harvard University,University
8135367,NCT03027349,OTHER,lead,Azienda USL Modena,Other
8135691,NCT03024151,OTHER,collaborator,Dongnam Institute of Radiological & Medical Sciences,Other
8136836,NCT03011736,OTHER,lead,Roswell Park Cancer Institute,Other
8135761,NCT03023748,OTHER,lead,The University of Hong Kong,University
8135762,NCT03023748,INDUSTRY,collaborator,AbbVie,Other
8136664,NCT03013257,OTHER,lead,The University of Hong Kong,University
8137154,NCT03009357,OTHER,lead,Seoul National University Bundang Hospital,Health care Institution
7816753,NCT00921050,OTHER,lead,Universidad Autonoma de Nuevo Leon,University
8137153,NCT03009279,OTHER,lead,Lin Liao,Other
8137417,NCT03006289,OTHER,lead,Lin Liao,Other
7817204,NCT00926978,OTHER,lead,Medstar Health Research Institute,Other
7816940,NCT00923247,NIH,lead,National Cancer Institute (NCI),Government Agency
8137657,NCT03004209,OTHER,lead,Seoul National University Hospital,Health care Institution
8103868,NCT03331172,OTHER,lead,The University of Hong Kong,University
8138683,NCT02993562,OTHER,lead,Herlev Hospital,Health care Institution
7839004,NCT01149291,INDUSTRY,lead,"AbbVie (prior sponsor, Abbott)",Other
7817382,NCT00929318,OTHER,lead,Hannover Medical School,Other
7817383,NCT00929318,INDUSTRY,collaborator,"Genzyme, a Sanofi Company",Other
8138684,NCT02993562,UNKNOWN,collaborator,"Center for Diabetes Research, Herlev and Gentofte Hospital.",Health care Institution
8139015,NCT02989428,OTHER,lead,University of Aarhus,University
7892792,NCT01690806,OTHER,lead,Università degli Studi dell'Aquila,Other
7551822,NCT05096195,OTHER,lead,"Western University, Canada",University
7551823,NCT05096195,UNKNOWN,collaborator,ICES,Other
7551824,NCT05096195,OTHER,collaborator,Academic Medical Organization of Southwestern Ontario,Other
7551825,NCT05096195,OTHER,collaborator,Western University,University
7551826,NCT05096195,OTHER,collaborator,The Kidney Foundation of Canada,Other
8139027,NCT02989103,NIH,lead,National Cancer Institute (NCI),Government Agency
8104191,NCT03327636,OTHER,lead,The University of Hong Kong,University
8139303,NCT02986607,OTHER,lead,University of Bergen,University
8139304,NCT02986607,OTHER,collaborator,Haukeland University Hospital,Health care Institution
8104452,NCT03324893,OTHER,lead,"University Health Network, Toronto",University
8104453,NCT03324880,INDUSTRY,lead,Shire,Other
8104521,NCT03324334,OTHER,lead,Assiut University,University
8104562,NCT03324022,OTHER,lead,National Taiwan University Hospital,Health care Institution
7552042,NCT04747275,OTHER,lead,Children's Mercy Hospital Kansas City,Health care Institution
8141361,NCT02966405,OTHER,lead,Xiaomei Zhang,Other
7818032,NCT00936650,INDUSTRY,lead,Amgen,Other
7552155,NCT04233398,INDUSTRY,lead,Theraclion,Other
8142548,NCT02953288,OTHER,lead,Shanghai 10th People's Hospital,Health care Institution
7818059,NCT00936988,INDUSTRY,lead,Amgen,Other
7552335,NCT02408887,NIH,lead,National Cancer Institute (NCI),Government Agency
7689684,NCT02005250,OTHER,lead,Steen Bonnema,Other
8142611,NCT02952612,OTHER,lead,Dong Jun Lim,Other
8143088,NCT02947399,OTHER,lead,Medstar Health Research Institute,Other
7552768,NCT03646383,OTHER,lead,"University Hospital, Toulouse",Health care Institution
7709792,NCT02959827,INDUSTRY,lead,Bayer,Other
8143922,NCT02938702,OTHER,lead,Seoul National University Hospital,Health care Institution
8145920,NCT02917863,OTHER,lead,Meyer Children's Hospital,Health care Institution
8145293,NCT02924532,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
7839090,NCT01150318,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7818436,NCT00941551,OTHER,lead,Jagiellonian University,University
8146146,NCT02915172,OTHER,lead,M.D. Anderson Cancer Center,Health care Institution
8146147,NCT02915172,INDUSTRY,collaborator,Eisai Inc.,Industry
7689853,NCT02012686,OTHER,lead,Yonsei University,University
8146513,NCT02911155,NIH,lead,National Cancer Institute (NCI),Government Agency
8147869,NCT04019379,OTHER,lead,University of Minnesota,University
7818854,NCT00946894,OTHER,lead,Jagiellonian University,University
8147870,NCT04019379,OTHER,collaborator,Indiana University,University
7819524,NCT00954837,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Other
7690671,NCT02054572,INDUSTRY,lead,Amgen,Other
7818976,NCT00948337,OTHER_GOV,lead,"National Cancer Center, Korea",Health care Institution
7893315,NCT05290493,INDUSTRY,lead,"Nobias Therapeutics, Inc.",Industry
7691659,NCT02102204,INDUSTRY,lead,Amgen,Other
7819782,NCT00958451,FED,lead,Salem Veterans Affairs Medical Center,Health care Institution
7819783,NCT00958451,INDUSTRY,collaborator,Abbott,Other
8149568,NCT02895061,OTHER,lead,Phramongkutklao College of Medicine and Hospital,Health care Institution
8106030,NCT03309631,OTHER,lead,Pontificia Universidad Catolica de Chile,University
8106031,NCT03309631,UNKNOWN,collaborator,Geneprodx,Other
8150045,NCT02890472,OTHER,lead,Centre Hospitalier Universitaire de Nīmes,Health care Institution
8148701,NCT02904330,INDUSTRY,lead,AV7 Limited,Other
7690845,NCT02062632,OTHER,lead,Mayo Clinic,Health care Institution
7690846,NCT02062632,NIH,collaborator,National Cancer Institute (NCI),Government Agency
8148907,NCT02901873,OTHER,lead,Sheffield Teaching Hospitals NHS Foundation Trust,Health care Institution
7819765,NCT00958113,OTHER,lead,"University of Colorado, Denver",University
7893558,NCT05294393,OTHER,lead,Aristotle University Of Thessaloniki,University
8149909,NCT02891668,OTHER,lead,Herlev Hospital,Health care Institution
8150442,NCT02886949,OTHER,lead,Taichung Veterans General Hospital,Health care Institution
7710011,NCT02973802,INDUSTRY,lead,Apitope International NV,Other
7710012,NCT02973802,INDUSTRY,collaborator,"Quintiles, Inc.",Industry
7710013,NCT02973802,OTHER,collaborator,European Commission,Other
7692381,NCT02138838,INDUSTRY,lead,Amgen,Other
7554032,NCT05103774,OTHER,lead,Sohag University,University
7893895,NCT05275374,INDUSTRY,lead,"Xynomic Pharmaceuticals, Inc.",Industry
7692368,NCT02138214,OTHER,lead,"University of Wisconsin, Madison",University
7692369,NCT02138214,NIH,collaborator,National Cancer Institute (NCI),Government Agency
7691869,NCT02112370,OTHER,lead,Seoul National University Hospital,Health care Institution
7691870,NCT02112370,OTHER,collaborator,Seoul National University Bundang Hospital,Health care Institution
8106233,NCT03307694,OTHER,lead,Emory University,University
7894476,NCT05114980,OTHER,lead,University of Alabama at Birmingham,University
