index,nct_id,investigators
1020,NCT02465060,Aurora Cancer Care-Waukesha
1020,NCT02465060,ProHealth Waukesha Memorial Hospital
1020,NCT02465060,UW Cancer Center at ProHealth Care
1020,NCT02465060,Aspirus Regional Cancer Center
1020,NCT02465060,Marshfield Clinic-Wausau Center
1020,NCT02465060,Ascension Medical Group Southeast Wisconsin - Mayfair Road
1020,NCT02465060,Aurora Cancer Care-Milwaukee West
1020,NCT02465060,Aurora West Allis Medical Center
1020,NCT02465060,Diagnostic and Treatment Center
1020,NCT02465060,Marshfield Medical Center - Weston
1020,NCT02465060,Aspirus Cancer Care - Wisconsin Rapids
1020,NCT02465060,Marshfield Clinic - Wisconsin Rapids Center
1020,NCT02465060,Cheyenne Regional Medical Center-West
1020,NCT02465060,Big Horn Basin Cancer Center
1020,NCT02465060,Billings Clinic-Cody
1020,NCT02465060,Welch Cancer Center
1020,NCT02465060,FHP Health Center-Guam
1020,NCT02465060,Cancer Center-Metro Medical Center Bayamon
1020,NCT02465060,Doctors Cancer Center
1020,NCT02465060,San Juan Community Oncology Group
1020,NCT02465060,San Juan City Hospital
1021,NCT02567877,University of Colorado Anschutz Medical Campus
1022,NCT02568267,Western Regional Medical Center at Cancer Treatment Centers of America
1022,NCT02568267,Dignity Health St Joseph's Hospital and Medical Center
1022,NCT02568267,Mayo Clinic
1022,NCT02568267,City of Hope Cancer Center; Division of Medical Oncology & Experimental Therapeutics
1022,NCT02568267,Scripps Clinic
1022,NCT02568267,University of California San Diego Moores Cancer Center; Dept of Lung Cancer
1022,NCT02568267,University of Southern California Medical Center
1022,NCT02568267,Univ Of California Irvine College Of Medicine; 300194620
1022,NCT02568267,Southern California Kaiser Permanente
1022,NCT02568267,UCSF Mount Zion Medical Ctr
1022,NCT02568267,Sarcoma Oncology Center
1022,NCT02568267,University of Colorado Cancer Center
1022,NCT02568267,Yale University
1022,NCT02568267,Georgetown University Medical Center Lombardi Cancer Center
1022,NCT02568267,Florida Cancer Specialists - Sarasota
1022,NCT02568267,H. Lee Moffitt Cancer Center and Research Inst.
1022,NCT02568267,Cleveland Clinic Florida
1022,NCT02568267,"University Cancer & Blood Center, LLC; Research"
1022,NCT02568267,Winship Cancer Institute
1022,NCT02568267,"Southeastern Regional Medical Center, Inc."
1022,NCT02568267,University of Hawaii Cancer Center
1022,NCT02568267,Northwestern University
1022,NCT02568267,"Advocate Medical Group - Park Ridge, Luther Lane - Oncology"
1022,NCT02568267,Midwestern Regional Medical Center
1022,NCT02568267,Weinberg Cancer Institution at Franklin Square
1022,NCT02568267,Massachusetts General Hospital
1022,NCT02568267,Beth Israel Deaconess Medical Center
1022,NCT02568267,Dana Farber Cancer Institute
1022,NCT02568267,University of Michigan Comprehensive Cancer Center; Clinical Trials Office
1022,NCT02568267,Karmanos Cancer Center
1022,NCT02568267,Henry Ford Hospital
1022,NCT02568267,Regents of the University of Minnesota
1022,NCT02568267,Washington University
1022,NCT02568267,Comprehensive Cancer Centers of Nevada (CCCN) - Central Valley
1022,NCT02568267,Dartmouth Hitchcock Medical Center
1022,NCT02568267,North Shore Hem Onc Associates
1022,NCT02568267,Memorial Sloan Kettering Cancer Center
1022,NCT02568267,Levine Cancer Institute
1022,NCT02568267,Duke Cancer Institute
1022,NCT02568267,Cleveland Clinic
1022,NCT02568267,"OSU, James Cancer Hospital"
1022,NCT02568267,Cancer Treatment Centers of America; Tulsa
1022,NCT02568267,Providence Portland Medical Center
1022,NCT02568267,Oregon Health & Science Univ
1022,NCT02568267,Cancer Treatment Centers of America - Eastern Regional Medical Center
1022,NCT02568267,Mary Crowley Medical Research Center
1022,NCT02568267,University Hospital Medical Oncology Clinic; Harold C. Simmons Comprehensive Cancer Center
1022,NCT02568267,University of Texas MD Anderson Cancer Center
1022,NCT02568267,Baylor Scott & White Health
1022,NCT02568267,University of Utah Hospitals & Clinics
1022,NCT02568267,"Virginia Cancer Specialists, PC"
1022,NCT02568267,Virginia Oncology Associates - Hampton
1022,NCT02568267,University of Washington Seattle Cancer Care Alliance
1022,NCT02568267,Wheaton Franciscan Cancer Care-All Saints
1022,NCT02568267,Border Medical Oncology Research Unit
1022,NCT02568267,Liverpool Hospital
1022,NCT02568267,Newcastle Private Hospital
1022,NCT02568267,Flinders Medical Centre
1022,NCT02568267,Austin Health
1022,NCT02568267,Antwerp University Hospital
1022,NCT02568267,Beijing Cancer Hospital
1022,NCT02568267,Sichuan Provincial Cancer Hospital
1022,NCT02568267,Cancer Center of Guangzhou Medical University
1022,NCT02568267,Harbin Medical University Cancer Hospital
1022,NCT02568267,Fudan University Shanghai Cancer Center
1022,NCT02568267,Shanghai chest hospital
1022,NCT02568267,Shenzhen People's Hospital
1022,NCT02568267,Tianjin Cancer Hospital
1022,NCT02568267,Union Hospital Tongji Medical College Huazhong University of Science and Technology
1022,NCT02568267,Zhejiang Cancer Hospital
1022,NCT02568267,Institut de Cancerologie de l Ouest
1022,NCT02568267,Institut Bergonie; Oncologie
1022,NCT02568267,Centre Oscar Lambret; Chir Cancerologie General
1022,NCT02568267,Centre Leon Berard; Departement Oncologie Medicale
1022,NCT02568267,Hôpital de la Timone; Oncologie Médicale Hématologie & Soins Palliatifs
1022,NCT02568267,Hôpital Nord - AP-HM Marseille#; Service d'Oncologie Multidisciplinaire
1022,NCT02568267,Institut de Recherche en Cancérologie de Montpellier
1022,NCT02568267,Hôpital Européen Georges Pompidou; Hématologie Oncologie
1022,NCT02568267,Institut Curie; Oncologie Medicale
1022,NCT02568267,Institut De Cancerologie De L'ouest - Rene Gauducheau - Biology
1022,NCT02568267,Institut Claudius Regaud; Departement Oncologie Medicale
1022,NCT02568267,Institut Gustave Roussy; Pathologie Thoracique
1022,NCT02568267,Charite Universitaetsmedizin Berlin - Campus Charite Mitte ; Charite Comprehensive Cancer Center
1022,NCT02568267,Evang. Lungenklinik Berlin Klinik für Pneumologie
1022,NCT02568267,Universitaetsklinikum Carl Gustav Carus TU Dresden
1022,NCT02568267,Asklepios-Fachkliniken Muenchen-Gauting; Onkologie
1022,NCT02568267,Universitaetsmedizin Goettingen; Abteilung Haematologie und Onkologie
1022,NCT02568267,NCT Uniklinikum Heidelberg; Medizinische Onkologie
1022,NCT02568267,"Universitaetsklinikum Koeln; Innere Medizin I, Haematologie"
1022,NCT02568267,Hong Kong Integrated Oncology Centre
1022,NCT02568267,Princess Margaret Hospital
1022,NCT02568267,The University of Hong Kong
1022,NCT02568267,Queen Elizabeth Hospital
1022,NCT02568267,The Chinese University of Hong Kong
1022,NCT02568267,Seconda Università degli Studi di Napoli; Servizio Epato-Gastroenterologia
1022,NCT02568267,Università Campus Bio-Medico di Roma; Oncologia Medica
1022,NCT02568267,Azienda Ospedaliero Universitaria San Martino; Lung Cancer Unit
1022,NCT02568267,Fondazione IRCCS Istituto Nazionale dei Tumori
1022,NCT02568267,Azienda Socio Sanitaria Territoriale Niguarda (Ospedale Niguarda Ca' Granda); Oncologico -Onc.Falck
1022,NCT02568267,Fondazione del Piemonte per l'Oncologia - IRCCS;Ematologia
1022,NCT02568267,Azienda Ospedaliero-Universitaria S.Luigi Gonzaga; SSD Oncologia Polmonare
1022,NCT02568267,A.O Città della Salute e della Scienza di Torino; Colorectal Cancer Unit (CRCU) - SSCVD
1022,NCT02568267,Azienda Ospedaliero Universitaria Pisana; Uff. Sperim. Clin. U.O. Farmaceutica
1022,NCT02568267,Azienda Ospedaliera di Perugia Ospedale S. Maria della Misericordia ; S.C. Oncologia Medica
1022,NCT02568267,IOV - Istituto Oncologico Veneto - IRCCS; Oncologia Medica II
1022,NCT02568267,Aichi Cancer Center Hospital; Respiratory Medicine
1022,NCT02568267,NHO Shikoku Cancer Center; Dept of Respiratory Medicine
1022,NCT02568267,NHO Kyushu Cancer Center
1022,NCT02568267,"Hyogo Cancer Center, Dept of Respiratory Medicine"
1022,NCT02568267,National Cancer Center Hospital; Dept of Respiratory Medicine
1022,NCT02568267,Miyagi Cancer Center; Respiratory Medicine
1022,NCT02568267,Niigata Cancer Center Hospital; Internal Medicine
1022,NCT02568267,OSAKA CITY GENERAL HOSPITAL;Medical Oncology
1022,NCT02568267,Kindai University Hospital; Medical Oncology
1022,NCT02568267,Shizuoka Cancer Center; Respiratory Internal Medicine
1022,NCT02568267,Chungbuk National University Hospital
1022,NCT02568267,Seoul National University Hospital
1022,NCT02568267,"Severance Hospital, Yonsei University Health System"
1022,NCT02568267,Samsung Medical Center
1022,NCT02568267,Asan Medical Center.
1022,NCT02568267,NKI The Netherlands Cancer Institute
1022,NCT02568267,Leids Universitair Medisch Centrum
1022,NCT02568267,Uniwersyteckie Centrum Kliniczne; Klinika Onkologii i Radioterapii
1022,NCT02568267,Centrum Onkologii-Instytut im.M.Sklodowskiej Curie; Dept of Nuclear Med. and Endocrine Oncology
1022,NCT02568267,Mazowieckie Centrum Leczenia Chorob Pluc i Gruzlicy; Dept of Pulmonology & subdiv. of oncology
1022,NCT02568267,Szpital Kliniczny Przemienienia Panskiego Uni. Medycznego im. Karola Marcinkowskiego; Chemotherapy
1022,NCT02568267,"Centrum Onkologii Instytut im. M. Sklodowskiej-Curie, Klinika Nowotworow Ukladu Chlonnego"
1022,NCT02568267,National University Hospital; Haematology/Oncology
1022,NCT02568267,National Cancer Centre
1022,NCT02568267,Centro Nacional de Investigaciones Oncológicas(CNIO); Gastrointestinal Cancer Clinical Research Unit
1022,NCT02568267,"Vall d´Hebron Institute of Oncology (VHIO), Barcelona"
1022,NCT02568267,Hospital Universitario de La Princesa; Servicio de Oncologia
1022,NCT02568267,Hospital Universitario Ramon y Cajal; Servicio de Farmacia
1022,NCT02568267,Hospital Universitario Clínico San Carlos; Servicio de Oncologia
1022,NCT02568267,Hospital Universitario 12 de Octubre; Servicio de Oncologia
1022,NCT02568267,Hospital Universitario La Paz; Servicio de Oncologia
1022,NCT02568267,Centro Integral Oncologico Clara Campal; Servicio de Oncología
1022,NCT02568267,Hospital Clinico Universitario Virgen de la Victoria; Servicio de Oncologia
1022,NCT02568267,Hospital Universitario Virgen del Rocio; Servicio de Oncologia
1022,NCT02568267,Changhua Christian Hospital
1022,NCT02568267,National Cheng Kung University Hospital
1022,NCT02568267,Taipei Veterans General Hospital
1022,NCT02568267,National Taiwan University Hospital
1022,NCT02568267,Taichung Veterans General Hospital
1022,NCT02568267,Addenbrookes Hospital
1022,NCT02568267,Sarah Cannon Research Institute
1022,NCT02568267,Christie Hospital Nhs Trust; Medical Oncology
1023,NCT02592356,M D Anderson Cancer Center
1025,NCT02628067,Call for Information (Investigational Site 0202)
1025,NCT02628067,Call for Information (Investigational Site 0017)
1025,NCT02628067,Call for Information (Investigational Site 0015)
1025,NCT02628067,Call for Information (Investigational Site 0207)
1025,NCT02628067,Call for Information (Investigational Site 0010)
1025,NCT02628067,Call for Information (Investigational Site 0209)
1025,NCT02628067,Call for Information (Investigational Site 0008)
1025,NCT02628067,Call for Information (Investigational Site 0004)
1025,NCT02628067,Merck Sharp & Dohme
1025,NCT02628067,MSD Brasil
1025,NCT02628067,Merck Canada
1025,NCT02628067,Merck Sharp & Dohme (China) Ltd.
1025,NCT02628067,MDS Colombia SAS
1025,NCT02628067,MSD France
1025,NCT02628067,MSD Sharp & Dohme GmbH
1025,NCT02628067,Merck Sharp & Dohme Co. Ltd.
1025,NCT02628067,MSD Italia S.r.l.
1025,NCT02628067,MSD K.K.
1025,NCT02628067,MSD Korea LTD
1025,NCT02628067,Merck Sharp & Dohme BV
1025,NCT02628067,MSD Norge A/S
1025,NCT02628067,Merck Sharp & Dohme (I.A.) Corporation
1025,NCT02628067,"Merck Sharp & Dohme IDEA, Inc."
1025,NCT02628067,MSD (Pty) LTD South Africa
1025,NCT02628067,Merck Sharp and Dohme de Espana S.A.
1025,NCT02628067,Merck Sharp & Dohme (I.A.) Corp.
1026,NCT02657551,Yale Cancer Center
1026,NCT02657551,Dana-Farber Cancer Institute
1027,NCT02713269,M D Anderson Cancer Center
1028,NCT02747888,Dana Farber Cancer Institute
1029,NCT02834013,University of Alabama at Birmingham Cancer Center
1029,NCT02834013,University of South Alabama Mitchell Cancer Institute
1029,NCT02834013,Anchorage Associates in Radiation Medicine
1029,NCT02834013,Anchorage Radiation Therapy Center
1029,NCT02834013,Alaska Breast Care and Surgery LLC
1029,NCT02834013,Alaska Oncology and Hematology LLC
1029,NCT02834013,Alaska Women's Cancer Care
1029,NCT02834013,Anchorage Oncology Centre
1029,NCT02834013,Katmai Oncology Group
1029,NCT02834013,Providence Alaska Medical Center
1029,NCT02834013,Fairbanks Memorial Hospital
1029,NCT02834013,CTCA at Western Regional Medical Center
1029,NCT02834013,Kingman Regional Medical Center
1029,NCT02834013,Cancer Center at Saint Joseph's
1029,NCT02834013,Highlands Oncology Group PA - Fayetteville
1029,NCT02834013,Mercy Hospital Fort Smith
1029,NCT02834013,CHI Saint Vincent Cancer Center Hot Springs
1029,NCT02834013,Baptist Memorial Hospital and Fowler Family Cancer Center - Jonesboro
1029,NCT02834013,University of Arkansas for Medical Sciences
1029,NCT02834013,Highlands Oncology Group
1029,NCT02834013,Highlands Oncology Group - Springdale
1029,NCT02834013,Kaiser Permanente-Anaheim
1029,NCT02834013,Kaiser Permanente-Deer Valley Medical Center
1029,NCT02834013,Mission Hope Medical Oncology - Arroyo Grande
1029,NCT02834013,PCR Oncology
1029,NCT02834013,Sutter Auburn Faith Hospital
1029,NCT02834013,Sutter Cancer Centers Radiation Oncology Services-Auburn
1029,NCT02834013,AIS Cancer Center at San Joaquin Community Hospital
1029,NCT02834013,Kaiser Permanente-Baldwin Park
1029,NCT02834013,Kaiser Permanente-Bellflower
1029,NCT02834013,Alta Bates Summit Medical Center-Herrick Campus
1029,NCT02834013,Providence Saint Joseph Medical Center/Disney Family Cancer Center
1029,NCT02834013,Mills-Peninsula Medical Center
1029,NCT02834013,Sutter Cancer Centers Radiation Oncology Services-Cameron Park
1029,NCT02834013,Eden Hospital Medical Center
1029,NCT02834013,UC Irvine Health Cancer Center-Newport
1029,NCT02834013,Sutter Davis Hospital
1029,NCT02834013,City of Hope Comprehensive Cancer Center
1029,NCT02834013,Epic Care-Dublin
1029,NCT02834013,Kaiser Permanente Dublin
1029,NCT02834013,Bay Area Breast Surgeons Inc
1029,NCT02834013,Epic Care Partners in Cancer Care
1029,NCT02834013,Kaiser Permanente-Fontana
1029,NCT02834013,Kaiser Permanente-Fremont
1029,NCT02834013,Palo Alto Medical Foundation-Fremont
1029,NCT02834013,Kaiser Permanente-Fresno
1029,NCT02834013,Kaiser Permanente - Harbor City
1029,NCT02834013,Keck Medicine of USC Huntington Beach
1029,NCT02834013,Kaiser Permanente-Irvine
1029,NCT02834013,UC San Diego Moores Cancer Center
1029,NCT02834013,Loma Linda University Medical Center
1029,NCT02834013,Kaiser Permanente Los Angeles Medical Center
1029,NCT02834013,Los Angeles County-USC Medical Center
1029,NCT02834013,USC / Norris Comprehensive Cancer Center
1029,NCT02834013,Kaiser Permanente West Los Angeles
1029,NCT02834013,Cedars Sinai Medical Center
1029,NCT02834013,Contra Costa Regional Medical Center
1029,NCT02834013,Fremont - Rideout Cancer Center
1029,NCT02834013,Mercy UC Davis Cancer Center
1029,NCT02834013,Memorial Medical Center
1029,NCT02834013,Kaiser Permanente-Modesto
1029,NCT02834013,Palo Alto Medical Foundation-Camino Division
1029,NCT02834013,Palo Alto Medical Foundation-Gynecologic Oncology
1029,NCT02834013,Providence Queen of The Valley
1029,NCT02834013,USC Norris Oncology/Hematology-Newport Beach
1029,NCT02834013,Sutter Cancer Research Consortium
1029,NCT02834013,Alta Bates Summit Medical Center - Summit Campus
1029,NCT02834013,Bay Area Tumor Institute
1029,NCT02834013,Kaiser Permanente-Oakland
1029,NCT02834013,Kaiser Permanente-Ontario
1029,NCT02834013,Saint Joseph Hospital - Orange
1029,NCT02834013,UC Irvine Health/Chao Family Comprehensive Cancer Center
1029,NCT02834013,Desert Regional Medical Center
1029,NCT02834013,Palo Alto Medical Foundation Health Care
1029,NCT02834013,Kaiser Permanente - Panorama City
1029,NCT02834013,Keck Medical Center of USC Pasadena
1029,NCT02834013,Eisenhower Medical Center
1029,NCT02834013,Kaiser Permanente- Marshall Medical Offices
1029,NCT02834013,Kaiser Permanente-Redwood City
1029,NCT02834013,Kaiser Permanente-Richmond
1029,NCT02834013,Kaiser Permanente-Riverside
1029,NCT02834013,Kaiser Permanente-Roseville
1029,NCT02834013,Sutter Cancer Centers Radiation Oncology Services-Roseville
1029,NCT02834013,Sutter Roseville Medical Center
1029,NCT02834013,Kaiser Permanente Downtown Commons
1029,NCT02834013,Sutter Medical Center Sacramento
1029,NCT02834013,University of California Davis Comprehensive Cancer Center
1029,NCT02834013,Kaiser Permanente-South Sacramento
1029,NCT02834013,Kaiser Permanente - Sacramento
1029,NCT02834013,Kaiser Permanente-San Diego Mission
1029,NCT02834013,Kaiser Permanente-San Diego Zion
1029,NCT02834013,Sharp Memorial Hospital
1029,NCT02834013,California Pacific Medical Center-Pacific Campus
1029,NCT02834013,Kaiser Permanente-San Francisco
1029,NCT02834013,Kaiser Permanente-Santa Teresa-San Jose
1029,NCT02834013,Kaiser Permanente San Leandro
1029,NCT02834013,Pacific Central Coast Health Center-San Luis Obispo
1029,NCT02834013,Kaiser Permanente-San Marcos
1029,NCT02834013,Mills Health Center
1029,NCT02834013,Kaiser Permanente-San Rafael
1029,NCT02834013,Kaiser San Rafael-Gallinas
1029,NCT02834013,Kaiser Permanente Medical Center - Santa Clara
1029,NCT02834013,Palo Alto Medical Foundation-Santa Cruz
1029,NCT02834013,Mission Hope Medical Oncology - Santa Maria
1029,NCT02834013,Kaiser Permanente-Santa Rosa
1029,NCT02834013,Providence Medical Foundation - Santa Rosa
1029,NCT02834013,Sutter Pacific Medical Foundation
1029,NCT02834013,Providence Santa Rosa Memorial Hospital
1029,NCT02834013,Kaiser Permanente-South San Francisco
1029,NCT02834013,Kaiser Permanente-Stockton
1029,NCT02834013,Palo Alto Medical Foundation-Sunnyvale
1029,NCT02834013,Gene Upshaw Memorial Tahoe Forest Cancer Center
1029,NCT02834013,Sutter Cancer Centers Radiation Oncology Services-Vacaville
1029,NCT02834013,Kaiser Permanente Medical Center-Vacaville
1029,NCT02834013,Kaiser Permanente-Vallejo
1029,NCT02834013,Sutter Solano Medical Center/Cancer Center
1029,NCT02834013,Kaiser Permanente-Walnut Creek
1029,NCT02834013,Epic Care Cyberknife Center
1029,NCT02834013,Kaiser Permanente-Woodland Hills
1029,NCT02834013,Rocky Mountain Cancer Centers-Aurora
1029,NCT02834013,The Medical Center of Aurora
1029,NCT02834013,University of Colorado Hospital
1029,NCT02834013,Boulder Community Hospital
1029,NCT02834013,Boulder Community Foothills Hospital
1029,NCT02834013,Rocky Mountain Cancer Centers-Boulder
1029,NCT02834013,Rocky Mountain Cancer Centers - Centennial
1029,NCT02834013,Penrose-Saint Francis Healthcare
1029,NCT02834013,Rocky Mountain Cancer Centers-Penrose
1029,NCT02834013,UCHealth Memorial Hospital Central
1029,NCT02834013,Memorial Hospital North
1029,NCT02834013,Saint Francis Cancer Center
1029,NCT02834013,Cancer Center of Colorado at Sloan's Lake
1029,NCT02834013,Denver Health Medical Center
1029,NCT02834013,Kaiser Permanente-Franklin
1029,NCT02834013,National Jewish Health-Main Campus
1029,NCT02834013,The Women's Imaging Center
1029,NCT02834013,Porter Adventist Hospital
1029,NCT02834013,Colorado Blood Cancer Institute
1029,NCT02834013,Presbyterian - Saint Lukes Medical Center - Health One
1029,NCT02834013,Rocky Mountain Cancer Centers-Midtown
1029,NCT02834013,SCL Health Saint Joseph Hospital
1029,NCT02834013,Rocky Mountain Cancer Centers-Rose
1029,NCT02834013,Rose Medical Center
1029,NCT02834013,Mercy Medical Center
1029,NCT02834013,Southwest Oncology PC
1029,NCT02834013,Mountain Blue Cancer Care Center - Swedish
1029,NCT02834013,Rocky Mountain Cancer Centers - Swedish
1029,NCT02834013,Swedish Medical Center
1029,NCT02834013,The Melanoma and Skin Cancer Institute
1029,NCT02834013,Poudre Valley Hospital
1029,NCT02834013,Valley View Hospital Cancer Center
1029,NCT02834013,Mountain Blue Cancer Care Center
1029,NCT02834013,National Jewish Health-Western Hematology Oncology
1029,NCT02834013,Saint Mary's Hospital and Regional Medical Center
1029,NCT02834013,Grand Valley Oncology
1029,NCT02834013,North Colorado Medical Center
1029,NCT02834013,Rocky Mountain Cancer Centers-Greenwood Village
1029,NCT02834013,Good Samaritan Medical Center
1029,NCT02834013,Kaiser Permanente-Rock Creek
1029,NCT02834013,Rocky Mountain Cancer Centers-Lakewood
1029,NCT02834013,Saint Anthony Hospital
1029,NCT02834013,Rocky Mountain Cancer Centers-Littleton
1029,NCT02834013,Littleton Adventist Hospital
1029,NCT02834013,Kaiser Permanente-Lone Tree
1029,NCT02834013,Rocky Mountain Cancer Centers-Sky Ridge
1029,NCT02834013,Sky Ridge Medical Center
1029,NCT02834013,Longmont United Hospital
1029,NCT02834013,Rocky Mountain Cancer Centers-Longmont
1029,NCT02834013,McKee Medical Center
1029,NCT02834013,Parker Adventist Hospital
1029,NCT02834013,Rocky Mountain Cancer Centers-Parker
1029,NCT02834013,Saint Mary Corwin Medical Center
1029,NCT02834013,Rocky Mountain Cancer Centers - Pueblo
1029,NCT02834013,National Jewish Health-Northern Hematology Oncology
1029,NCT02834013,Rocky Mountain Cancer Centers-Thornton
1029,NCT02834013,SCL Health Lutheran Medical Center
1029,NCT02834013,Smilow Cancer Hospital-Derby Care Center
1029,NCT02834013,Smilow Cancer Hospital Care Center-Fairfield
1029,NCT02834013,Smilow Cancer Hospital Care Center - Guiford
1029,NCT02834013,Smilow Cancer Hospital Care Center at Saint Francis
1029,NCT02834013,Smilow Cancer Center/Yale-New Haven Hospital
1029,NCT02834013,Yale University
1029,NCT02834013,Yale-New Haven Hospital North Haven Medical Center
1029,NCT02834013,Stamford Hospital/Bennett Cancer Center
1029,NCT02834013,Smilow Cancer Hospital Care Center-Trumbull
1029,NCT02834013,Smilow Cancer Hospital-Waterbury Care Center
1029,NCT02834013,Veterans Affairs Connecticut Healthcare System-West Haven Campus
1029,NCT02834013,Beebe South Coastal Health Campus
1029,NCT02834013,Beebe Medical Center
1029,NCT02834013,Delaware Clinical and Laboratory Physicians PA
1029,NCT02834013,Helen F Graham Cancer Center
1029,NCT02834013,Medical Oncology Hematology Consultants PA
1029,NCT02834013,Christiana Care Health System-Christiana Hospital
1029,NCT02834013,Beebe Health Campus
1029,NCT02834013,TidalHealth Nanticoke / Allen Cancer Center
1029,NCT02834013,Christiana Care Health System-Wilmington Hospital
1029,NCT02834013,MedStar Georgetown University Hospital
1029,NCT02834013,Sibley Memorial Hospital
1029,NCT02834013,AdventHealth Altamonte
1029,NCT02834013,Mount Sinai Comprehensive Cancer Center at Aventura
1029,NCT02834013,Holy Cross Hospital
1029,NCT02834013,University of Florida Health Science Center - Gainesville
1029,NCT02834013,Memorial Regional Hospital/Joe DiMaggio Children's Hospital
1029,NCT02834013,AdventHealth Kissimmee
1029,NCT02834013,Mount Sinai Medical Center
1029,NCT02834013,AdventHealth Medical Group Urology at Orlando
1029,NCT02834013,AdventHealth Orlando
1029,NCT02834013,Orlando Health Cancer Institute
1029,NCT02834013,AdventHealth East Orlando
1029,NCT02834013,Memorial Hospital West
1029,NCT02834013,Moffitt Cancer Center-International Plaza
1029,NCT02834013,Moffitt Cancer Center - McKinley Campus
1029,NCT02834013,Moffitt Cancer Center
1029,NCT02834013,AdventHealth Winter Park
1029,NCT02834013,Emory University Hospital Midtown
1029,NCT02834013,Piedmont Hospital
1029,NCT02834013,Emory University Hospital/Winship Cancer Institute
1029,NCT02834013,Emory Saint Joseph's Hospital
1029,NCT02834013,John B Amos Cancer Center
1029,NCT02834013,Atlanta VA Medical Center
1029,NCT02834013,Piedmont Fayette Hospital
1029,NCT02834013,Harbin Clinic Medical Oncology and Clinical Research
1029,NCT02834013,Low Country Cancer Care
1029,NCT02834013,Lewis Cancer and Research Pavilion at Saint Joseph's/Candler
1029,NCT02834013,Summit Cancer Care-Candler
1029,NCT02834013,South Georgia Medical Center/Pearlman Cancer Center
1029,NCT02834013,Hawaii Cancer Care - Savio
1029,NCT02834013,Pali Momi Medical Center
1029,NCT02834013,Queen's Cancer Center - Pearlridge
1029,NCT02834013,The Cancer Center of Hawaii-Pali Momi
1029,NCT02834013,The Queen's Medical Center - West Oahu
1029,NCT02834013,Hawaii Cancer Care Inc - Waterfront Plaza
1029,NCT02834013,Island Urology
1029,NCT02834013,Queen's Cancer Cenrer - POB I
1029,NCT02834013,Queen's Medical Center
1029,NCT02834013,Straub Clinic and Hospital
1029,NCT02834013,University of Hawaii Cancer Center
1029,NCT02834013,Hawaii Cancer Care Inc-Liliha
1029,NCT02834013,Hawaii Diagnostic Radiology Services LLC
1029,NCT02834013,Kuakini Medical Center
1029,NCT02834013,Queen's Cancer Center - Kuakini
1029,NCT02834013,The Cancer Center of Hawaii-Liliha
1029,NCT02834013,Kaiser Permanente Moanalua Medical Center
1029,NCT02834013,Kapiolani Medical Center for Women and Children
1029,NCT02834013,Straub Medical Center - Kahului Clinic
1029,NCT02834013,Castle Medical Center
1029,NCT02834013,Wilcox Memorial Hospital and Kauai Medical Clinic
1029,NCT02834013,Saint Alphonsus Cancer Care Center-Boise
1029,NCT02834013,Saint Luke's Cancer Institute - Boise
1029,NCT02834013,Saint Alphonsus Cancer Care Center-Caldwell
1029,NCT02834013,Kootenai Health - Coeur d'Alene
1029,NCT02834013,Walter Knox Memorial Hospital
1029,NCT02834013,Saint Luke's Cancer Institute - Fruitland
1029,NCT02834013,Idaho Urologic Institute-Meridian
1029,NCT02834013,Saint Luke's Cancer Institute - Meridian
1029,NCT02834013,Saint Alphonsus Medical Center-Nampa
1029,NCT02834013,Saint Luke's Cancer Institute - Nampa
1029,NCT02834013,Kootenai Clinic Cancer Services - Post Falls
1029,NCT02834013,Kootenai Cancer Clinic
1029,NCT02834013,Saint Luke's Cancer Institute - Twin Falls
1029,NCT02834013,Saint Anthony's Health
1029,NCT02834013,Rush - Copley Medical Center
1029,NCT02834013,Saint Joseph Medical Center
1029,NCT02834013,Illinois CancerCare-Bloomington
1029,NCT02834013,Loyola Center for Health at Burr Ridge
1029,NCT02834013,Illinois CancerCare-Canton
1029,NCT02834013,Memorial Hospital of Carbondale
1029,NCT02834013,SIH Cancer Institute
1029,NCT02834013,Illinois CancerCare-Carthage
1029,NCT02834013,Centralia Oncology Clinic
1029,NCT02834013,Mount Sinai Hospital Medical Center
1029,NCT02834013,Northwestern University
1029,NCT02834013,John H Stroger Jr Hospital of Cook County
1029,NCT02834013,Rush University Medical Center
1029,NCT02834013,University of Chicago Comprehensive Cancer Center
1029,NCT02834013,Advocate Illinois Masonic Medical Center
1029,NCT02834013,Carle on Vermilion
1029,NCT02834013,Cancer Care Specialists of Illinois - Decatur
1029,NCT02834013,Decatur Memorial Hospital
1029,NCT02834013,Northwestern Medicine Cancer Center Kishwaukee
1029,NCT02834013,Illinois CancerCare-Dixon
1029,NCT02834013,Carle Physician Group-Effingham
1029,NCT02834013,Crossroads Cancer Center
1029,NCT02834013,Illinois CancerCare-Eureka
1029,NCT02834013,Illinois CancerCare-Galesburg
1029,NCT02834013,Western Illinois Cancer Treatment Center
1029,NCT02834013,Northwestern Medicine Cancer Center Delnor
1029,NCT02834013,Ingalls Memorial Hospital
1029,NCT02834013,Loyola Medicine Homer Glen
1029,NCT02834013,Presence Saint Mary's Hospital
1029,NCT02834013,Illinois CancerCare-Kewanee Clinic
1029,NCT02834013,Northwestern Medicine Lake Forest Hospital
1029,NCT02834013,Illinois CancerCare-Macomb
1029,NCT02834013,Carle Physician Group-Mattoon/Charleston
1029,NCT02834013,Loyola University Medical Center
