,PMID,Chemical
6674,19014323,thyrotropin-binding inhibitory immunoglobulin)
6675,18031941,angiotensin-converting enzyme inhibitors)
6675,18031941,cytokines)
6675,18031941,transforming growth factor beta)
6675,18031941,angiotensin ii)
6675,18031941,hyaluronic acid)
6677,18309582,lithium compounds)
6678,18708435,"antibodies, monoclonal)"
6678,18708435,"antibodies, monoclonal, murine-derived)"
6678,18708435,antirheumatic agents)
6678,18708435,rituximab)
6679,19922591,fusion regulatory protein-1)
6681,19731979,"antigens, cd)"
6681,19731979,ctla-4 antigen)
6681,19731979,"ctla4 protein, human)"
6681,19731979,amiodarone)
6683,19091299,"antibodies, monoclonal)"
6683,19091299,autoantibodies)
6683,19091299,"receptors, thyrotropin)"
6684,18690374,antithyroid agents)
6684,18690374,iodine radioisotopes)
6684,18690374,methimazole)
6684,18690374,propylthiouracil)
6684,18690374,carbimazole)
6685,18664448,"immunoglobulins, thyroid-stimulating)"
6685,18664448,cyclic amp)
6686,19953494,"fcrl3 protein, human)"
6686,19953494,"receptors, immunologic)"
6687,19785644,"antibodies, monoclonal)"
6687,19785644,"antibodies, monoclonal, murine-derived)"
6687,19785644,immunologic factors)
6687,19785644,rituximab)
6688,19454634,antithyroid agents)
6688,19454634,"immunoglobulins, thyroid-stimulating)"
6688,19454634,"receptors, interleukin-2)"
6688,19454634,thyroid hormones)
6688,19454634,carbimazole)
6690,19889263,antithyroid agents)
6690,19889263,carbimazole)
6691,19421243,steroids)
6693,18492756,dipeptides)
6693,18492756,glutamine)
6693,18492756,isospaglumic acid)
6693,18492756,aspartic acid)
6693,18492756,glutamic acid)
6693,18492756,inositol)
6693,18492756,n-acetylaspartate)
6693,18492756,choline)
6694,18299644,anti-bacterial agents)
6694,18299644,thyrotropin)
6697,18302523,autoantibodies)
6697,18302523,"immunoglobulins, thyroid-stimulating)"
6697,18302523,thyrotropin-binding inhibitory immunoglobulin)
6698,19694202,thyrotropin)
6698,19694202,thyroxine)
6699,19120720,antihypertensive agents)
6699,19120720,antithyroid agents)
6699,19120720,catecholamines)
6699,19120720,enzyme inhibitors)
6699,19120720,methimazole)
6699,19120720,alpha-methyltyrosine)
6700,19028818,autoantibodies)
6700,19028818,"receptors, thyrotropin)"
6700,19028818,recombinant proteins)
6701,18628345,"antibodies, monoclonal)"
6701,18628345,"antibodies, monoclonal, murine-derived)"
6701,18628345,antirheumatic agents)
6701,18628345,autoantibodies)
6701,18628345,anti-thyroglobulin)
6701,18628345,rituximab)
6701,18628345,thyroxine)
6702,18516979,autoantibodies)
6702,18516979,biomarkers)
6702,18516979,"biomarkers, tumor)"
6702,18516979,dna-binding proteins)
6702,18516979,tumor suppressor proteins)
6702,18516979,"eno1 protein, human)"
6702,18516979,phosphopyruvate hydratase)
6702,18516979,methylprednisolone)
6703,18469483,adiponectin)
6703,18469483,antithyroid agents)
6703,18469483,thyrotropin)
6703,18469483,thyroxine)
6705,19811416,protein isoforms)
6705,19811416,fas receptor)
6705,19811416,triiodothyronine)
6705,19811416,thyrotropin)
6705,19811416,thyroxine)
6706,19627719,iodine radioisotopes)
6708,18385936,thyroglobulin)
6709,18574503,autoantibodies)
6709,18574503,"receptors, thyrotropin)"
6713,19273510,adrenergic beta-antagonists)
6714,18622337,"immunoglobulins, thyroid-stimulating)"
6718,19513551,"biomarkers, tumor)"
6718,19513551,protein isoforms)
6718,19513551,proto-oncogene proteins c-fos)
6718,19513551,"srf protein, human)"
6718,19513551,serum response factor)
6719,18284633,"antigens, cd)"
6719,18284633,"antigens, differentiation, myelomonocytic)"
6719,18284633,"ccl2 protein, human)"
6719,18284633,"cd68 antigen, human)"
6719,18284633,chemokine ccl2)
6721,19104709,antiviral agents)
6721,19104709,interferon-alpha)
6721,19104709,ribavirin)
6721,19104709,thyrotropin)
6721,19104709,thyroxine)
6722,18827406,thyroid hormones)
6722,18827406,"natriuretic peptide, brain)"
6722,18827406,aldosterone)
6722,18827406,atrial natriuretic factor)
6722,18827406,renin)
6724,19284444,"antigens, cd)"
6724,19284444,ctla-4 antigen)
6724,19284444,"ctla4 protein, human)"
6725,18604559,autoantibodies)
6725,18604559,immunosuppressive agents)
6725,18604559,iodine radioisotopes)
6725,18604559,"receptors, nicotinic)"
6725,18604559,anti-liver kidney microsome antibody)
6725,18604559,prednisone)
6726,19959156,angiotensin ii type 1 receptor blockers)
6726,19959156,angiotensin-converting enzyme inhibitors)
6726,19959156,"immunoglobulins, thyroid-stimulating)"
6726,19959156,"receptors, thyrotropin)"
6726,19959156,thyrotropin-binding inhibitory immunoglobulin)
6726,19959156,triiodothyronine)
6727,18001177,antithyroid agents)
6727,18001177,gamma-glutamyltransferase)
6727,18001177,aspartate aminotransferases)
6727,18001177,alanine transaminase)
6727,18001177,alkaline phosphatase)
6728,19343293,thyroxine)
6728,19343293,potassium)
6729,19927925,anti-bacterial agents)
6729,19927925,antithyroid agents)
6729,19927925,iodine radioisotopes)
6729,19927925,recombinant proteins)
6729,19927925,granulocyte colony-stimulating factor)
6729,19927925,methimazole)
6729,19927925,propylthiouracil)
6729,19927925,filgrastim)
6730,19708504,antibodies)
6730,19708504,iodine radioisotopes)
6730,19708504,thyrotropin)
6730,19708504,thyroxine)
6730,19708504,methylprednisolone)
6731,19707026,immunoglobulin heavy chains)
6731,19707026,immunoglobulin light chains)
6732,18520279,biomarkers)
6732,18520279,thyrotropin)
6732,18520279,thyroxine)
6733,19800827,iodine radioisotopes)
6733,19800827,radiopharmaceuticals)
6734,19034705,thyroglobulin)
6735,19014329,radiopharmaceuticals)
6735,19014329,technetium tc 99m hydroxymethylene diphosphonate)
6735,19014329,alkaline phosphatase)
6735,19014329,technetium tc 99m medronate)
6736,18788919,chemotactic factors)
6736,18788919,"receptor, igf type 1)"
6736,18788919,dinoprostone)
6737,18751872,inflammation mediators)
6737,18751872,triiodothyronine)
6737,18751872,macrophage colony-stimulating factor)
6738,18714737,antioxidants)
6738,18714737,antithyroid agents)
6738,18714737,biomarkers)
6738,18714737,malondialdehyde)
6738,18714737,methimazole)
6738,18714737,glutathione peroxidase)
6738,18714737,superoxide dismutase)
6739,19839878,contrast media)
6739,19839878,radiopharmaceuticals)
6740,19575035,adrenal cortex hormones)
6741,19880034,organotechnetium compounds)
6743,19274529,dna primers)
6743,19274529,genetic markers)
6743,19274529,interleukin-1beta)
6745,18836764,parathyroid hormone)
6746,18788922,antithyroid agents)
6746,18788922,immunosuppressive agents)
6746,18788922,radiopharmaceuticals)
6746,18788922,methimazole)
6747,18752454,"antigens, cd)"
6747,18752454,ctla-4 antigen)
6747,18752454,"ctla4 protein, human)"
6748,18568642,calsequestrin)
6748,18568642,eye proteins)
6748,18568642,flavoproteins)
6748,18568642,"g2s protein, human)"
6748,18568642,membrane proteins)
6749,18306994,parathyroid hormone)
6750,18267979,antithyroid agents)
6750,18267979,propylthiouracil)
6751,18190611,transforming growth factor beta1)
6752,18755875,cd40 antigens)
6752,18755875,thyroglobulin)
6753,20006462,"immunoglobulins, thyroid-stimulating)"
6753,20006462,immunologic factors)
6753,20006462,thyrotropin-binding inhibitory immunoglobulin)
6754,19968812,"igfbp3 protein, human)"
6754,19968812,insulin-like growth factor binding protein 3)
6754,19968812,insulin-like growth factor binding proteins)
6754,19968812,human growth hormone)
6754,19968812,insulin-like growth factor i)
6756,19099784,"antibodies, antineutrophil cytoplasmic)"
6756,19099784,antithyroid agents)
6756,19099784,methimazole)
6760,19951221,antithyroid agents)
6760,19951221,thyrotropin)
6760,19951221,thyroxine)
6761,19830651,"antibodies, monoclonal)"
6761,19830651,autoantibodies)
6761,19830651,"receptors, thyrotropin)"
6761,19830651,thyrotropin)
6763,19066298,"antibodies, monoclonal)"
6763,19066298,"immunoglobulins, thyroid-stimulating)"
6763,19066298,"receptors, thyrotropin)"
6770,19798888,iodine radioisotopes)
6771,18293508,anticonvulsants)
6771,18293508,antithyroid agents)
6771,18293508,methimazole)
6771,18293508,valproic acid)
6771,18293508,thyroxine)
6772,18841841,iodine radioisotopes)
6772,18841841,radiopharmaceuticals)
6773,19903800,tumor suppressor protein p53)
6773,19903800,cyclophosphamide)
6773,19903800,cytochrome p-450 cyp1a1)
6773,19903800,ec 2.5.1.
6773,19903800,"gstp1 protein, human)"
6773,19903800,glutathione s-transferase pi)
6773,19903800,glutathione transferase)
6773,19903800,glutathione s-transferase m1)
6773,19903800,trofosfamide)
6774,19258680,"antigens, cd)"
6774,19258680,cd40 antigens)
6774,19258680,ctla-4 antigen)
6774,19258680,"ctla4 protein, human)"
6774,19258680,hla-dr antigens)
6774,19258680,"receptors, thyrotropin)"
6774,19258680,thyroglobulin)
6774,19258680,"ptpn22 protein, human)"
6774,19258680,"protein tyrosine phosphatase, non-receptor type 22)"
6775,19008632,autoantibodies)
6775,19008632,"faslg protein, human)"
6775,19008632,fas ligand protein)
6775,19008632,proto-oncogene proteins c-bcl-2)
6775,19008632,thyroid hormones)
6775,19008632,tumor suppressor protein p53)
6775,19008632,bcl-2-associated x protein)
6775,19008632,fas receptor)
6777,18290505,antibodies)
6777,18290505,immunoglobulin g)
6777,18290505,"immunoglobulins, thyroid-stimulating)"
6777,18290505,"receptors, thyrotropin)"
6778,18176874,autoantibodies)
6778,18176874,transglutaminases)
6779,18552385,biomarkers)
6779,18552385,"cln3 protein, human)"
6779,18552385,membrane glycoproteins)
6779,18552385,molecular chaperones)
6779,18552385,"rna, messenger)"
6779,18552385,tripeptidyl-peptidase 1)
6779,18552385,"hexb protein, human)"
6779,18552385,beta-hexosaminidase beta chain)
6779,18552385,ec 3.4.
6779,18552385,ec 3.4.11.
6779,18552385,ec 3.4.14.
6779,18552385,"tpp1 protein, human)"
6782,19789231,spin labels)
6785,18630998,"biomarkers, tumor)"
6785,18630998,galectin 1)
6785,18630998,galectin 3)
6785,18630998,galectins)
6785,18630998,"lgals7 protein, human)"
6788,19793334,interleukin-17)
6788,19793334,interleukin-1beta)
6789,19494377,"antibodies, antineutrophil cytoplasmic)"
6789,19494377,antithyroid agents)
6789,19494377,methimazole)
6790,19442798,antithyroid agents)
6790,19442798,thiouracil)
6790,19442798,benzylthiouracil)
6791,19332151,"antibodies, blocking)"
6791,19332151,"antibodies, monoclonal)"
6791,19332151,autoantibodies)
6791,19332151,"epitopes, b-lymphocyte)"
6791,19332151,"immunoglobulins, thyroid-stimulating)"
6791,19332151,"receptors, thyrotropin)"
6792,19195932,"antibodies, monoclonal)"
6792,19195932,"antibodies, monoclonal, murine-derived)"
6792,19195932,immunologic factors)
6792,19195932,rituximab)
6793,18937809,glucocorticoids)
6793,18937809,triamcinolone acetonide)
6794,19591406,iodine radioisotopes)
6794,19591406,radiopharmaceuticals)
6798,19942146,"antibodies, monoclonal)"
6798,19942146,"antibodies, monoclonal, humanized)"
6798,19942146,"antibodies, neoplasm)"
6798,19942146,alemtuzumab)
6799,19702713,interleukin 1 receptor antagonist protein)
6799,19702713,interleukin-1alpha)
6799,19702713,interleukin-1beta)
6799,19702713,"receptors, interleukin-1)"
6801,19222488,"il2ra protein, human)"
6801,19222488,interleukin-2 receptor alpha subunit)
6801,19222488,interleukin-7 receptor alpha subunit)
6801,19222488,iodine radioisotopes)
6801,19222488,"rna, messenger)"
6802,18946743,antithyroid agents)
6802,18946743,placebos)
6802,18946743,cholestyramine resin)
6802,18946743,methimazole)
6802,18946743,propranolol)
6803,18797655,vascular endothelial growth factors)
6803,18797655,fibroblast growth factors)
6803,18797655,insulin-like growth factor i)
6804,18752427,autoantibodies)
6804,18752427,autoantigens)
6805,19897675,"il6 protein, human)"
6805,19897675,interleukin-6)
6805,19897675,"receptors, thyrotropin)"
6805,19897675,tumor necrosis factor-alpha)
6805,19897675,thyrotropin)
6806,19263707,"antibodies, antineutrophil cytoplasmic)"
6806,19263707,antithyroid agents)
6806,19263707,immunologic factors)
6806,19263707,carbimazole)
6807,18964302,"antibodies, monoclonal)"
6807,18964302,"antibodies, monoclonal, murine-derived)"
6807,18964302,autoantibodies)
6807,18964302,"immunoglobulins, thyroid-stimulating)"
6807,18964302,immunologic factors)
6807,18964302,rituximab)
6807,18964302,cyclic amp)
6808,18717240,"antibodies, antineutrophil cytoplasmic)"
6808,18717240,antithyroid agents)
6808,18717240,propylthiouracil)
6809,17891478,"atp binding cassette transporter, subfamily b, member 1)"
6812,19929665,"immunoglobulins, thyroid-stimulating)"
6812,19929665,thyrotropin-binding inhibitory immunoglobulin)
6812,19929665,thyrotropin)
6812,19929665,thyroxine)
6813,19711438,codon)
6813,19711438,dna-binding proteins)
6813,19711438,x-ray repair cross complementing protein 1)
6813,19711438,"xrcc1 protein, human)"
6813,19711438,"apex1 protein, human)"
6813,19711438,dna-(apurinic or apyrimidinic site) lyase)
6815,18059468,"antigens, cd)"
6815,18059468,"antigens, differentiation)"
6815,18059468,ctla-4 antigen)
6815,18059468,"ctla4 protein, human)"
6816,19916864,"immunoglobulins, thyroid-stimulating)"
6816,19916864,"receptors, thyrotropin)"
6818,18844474,"receptors, thyrotropin)"
6820,18418812,"chemokines, cc)"
6820,18418812,"chemokines, cxc)"
6822,18981975,alkaline phosphatase)
6822,18981975,thyroxine)
6822,18981975,hydroxyproline)
6823,18710465,antithyroid agents)
6823,18710465,autoantibodies)
6823,18710465,hemoglobins)
6823,18710465,inflammation mediators)
6823,18710465,thyroid hormones)
6823,18710465,erythropoietin)
6823,18710465,c-reactive protein)
6823,18710465,ferritins)
6824,18166819,antithyroid agents)
6824,18166819,autoantibodies)
6824,18166819,"immunoglobulins, thyroid-stimulating)"
6824,18166819,iodine radioisotopes)
6824,18166819,"receptors, thyrotropin)"
6824,18166819,thyrotropin-binding inhibitory immunoglobulin)
6824,18166819,triiodothyronine)
6824,18166819,thyroxine)
6825,18505906,fas ligand protein)
6825,18505906,fas receptor)
6826,18226469,autoantibodies)
6826,18226469,hla antigens)
6826,18226469,thyroid hormones)
6826,18226469,thyrotropin)
6828,18765512,membrane proteins)
6828,18765512,thyroid hormones)
6828,18765512,diiodotyrosine)
6828,18765512,thyroglobulin)
6828,18765512,ec 3.
6828,18765512,"iyd protein, human)"
6828,18765512,monoiodotyrosine)
6830,19675869,"immunoglobulins, thyroid-stimulating)"
6830,19675869,radiopharmaceuticals)
6830,19675869,thyrotropin-binding inhibitory immunoglobulin)
6830,19675869,technetium)
6830,19675869,thyrotropin)
6832,18472000,tumor necrosis factor-alpha)
6835,19734241,"antigens, cd)"
6835,19734241,ctla-4 antigen)
6835,19734241,"ctla4 protein, human)"
6835,19734241,triiodothyronine)
6835,19734241,thyrotropin)
6835,19734241,dna)
6835,19734241,thyroxine)
6837,19355822,calcitonin)
6838,19337711,"antigens, cd)"
6838,19337711,autoantibodies)
6838,19337711,ctla-4 antigen)
6838,19337711,"ctla4 protein, human)"
6838,19337711,"receptors, thyrotropin)"
6838,19337711,thyroglobulin)
6838,19337711,"ptpn22 protein, human)"
6838,19337711,"protein tyrosine phosphatase, non-receptor type 22)"
6839,18493148,"antigens, cd)"
6839,18493148,autoantibodies)
6839,18493148,ctla-4 antigen)
6839,18493148,"ctla4 protein, human)"
6839,18493148,triiodothyronine)
6839,18493148,thyroxine)
6840,19143167,antithyroid agents)
6840,19143167,cholinesterase inhibitors)
6840,19143167,methimazole)
6840,19143167,pyridostigmine bromide)
6842,19492583,iodine radioisotopes)
6845,18782354,"receptors, calcitriol)"
6846,19850680,"antigens, cd)"
6846,19850680,b7-h1 antigen)
6846,19850680,"cd274 protein, human)"
6846,19850680,genetic markers)
6847,19609842,"acta2 protein, human)"
6847,19609842,actins)
6847,19609842,"antigens, cd34)"
6848,19092290,antithyroid agents)
6848,19092290,"immunoglobulins, thyroid-stimulating)"
6848,19092290,thyrotropin-binding inhibitory immunoglobulin)
6848,19092290,methimazole)
6848,19092290,thyrotropin)
6849,18565295,"antibodies, monoclonal)"
6849,18565295,"antibodies, monoclonal, murine-derived)"
6849,18565295,antithyroid agents)
6849,18565295,autoantibodies)
6849,18565295,immunologic factors)
6849,18565295,rituximab)
6849,18565295,methimazole)
6850,18630996,"antibodies, monoclonal)"
6850,18630996,"receptors, thyrotropin)"
6853,19666699,human growth hormone)
6853,19666699,insulin-like growth factor i)
6854,20187477,vitamin d)
6854,20187477,calcium)
6855,19524188,"antigens, cd)"
6855,19524188,ctla-4 antigen)
6855,19524188,"ctla4 protein, human)"
6856,20045800,iodine radioisotopes)
6857,19874948,thyroid hormones)
6857,19874948,trace elements)
6857,19874948,thyrotropin)
6857,19874948,thyroglobulin)
6857,19874948,iodine)
6860,19057798,iodine radioisotopes)
6860,19057798,radiopharmaceuticals)
6861,18827657,biocompatible materials)
6864,19491222,adrenal cortex hormones)
6864,19491222,"immunoglobulins, intravenous)"
6864,19491222,somatostatin)
6868,17941906,estrogen receptor beta)
6869,18097177,adrenal cortex hormones)
6869,18097177,methylprednisolone)
6871,18762990,antigen-antibody complex)
6871,18762990,immunoglobulin g)
6871,18762990,thyroglobulin)
6871,18762990,iodide peroxidase)
6872,19958876,anti-arrhythmia agents)
6872,19958876,antithyroid agents)
6872,19958876,methimazole)
6872,19958876,propylthiouracil)
6872,19958876,propranolol)
6872,19958876,potassium)
6873,19895339,glucocorticoids)
6873,19895339,methylprednisolone)
6874,19778674,anti-arrhythmia agents)
6874,19778674,autoantibodies)
6874,19778674,immunoglobulin g)
6874,19778674,"receptor, muscarinic m2)"
6874,19778674,"receptors, adrenergic, beta-1)"
6874,19778674,atropine)
6875,18379127,biomarkers)
6875,18379127,"cxcl10 protein, human)"
6875,18379127,chemokine cxcl10)
6875,18379127,thyrotropin)
6876,19844736,autoantibodies)
6876,19844736,glucocorticoids)
6876,19844736,nerve growth factor)
6877,19276231,chemokine cxcl11)
6877,19276231,chemokine cxcl9)
6877,19276231,hypoglycemic agents)
6877,19276231,ppar gamma)
6877,19276231,thiazolidinediones)
6877,19276231,tumor necrosis factor-alpha)
6877,19276231,rosiglitazone)
6877,19276231,interferon-gamma)
6877,19276231,pioglitazone)
6878,19252454,iodine radioisotopes)
6878,19252454,radiopharmaceuticals)
6878,19252454,"receptors, thyrotropin)"
6878,19252454,sodium pertechnetate tc 99m)
6878,19252454,thyroxine)
6880,18620562,insulin)
6881,18591848,hla-dq antigens)
6881,18591848,hla-dq beta-chains)
6881,18591848,hla-dqb1 antigen)
6881,18591848,hla-dr antigens)
6881,18591848,hla-drb1 chains)
6883,18270865,"antibodies, monoclonal)"
6883,18270865,"antibodies, monoclonal, murine-derived)"
6883,18270865,immunologic factors)
6883,18270865,rituximab)
6884,18245903,"antigens, surface)"
6884,18245903,hla-dr antigens)
6884,18245903,hyaluronan receptors)
6884,18245903,integrin beta1)
6885,19865824,glucocorticoids)
6885,19865824,"immunoglobulins, thyroid-stimulating)"
6885,19865824,thyrotropin-binding inhibitory immunoglobulin)
6885,19865824,fluocortolone)
6885,19865824,thyrotropin)
6885,19865824,prednisolone)
6885,19865824,prednisolone hemisuccinate)
6885,19865824,thyroxine)
6886,19451211,thyrotropin)
6887,18780601,"antigens, cd)"
6887,18780601,ctla-4 antigen)
6887,18780601,"ctla4 protein, human)"
6887,18780601,thyrotropin)
6887,18780601,dna)
6887,18780601,thyroxine)
6888,18566446,hla-dr antigens)
6888,18566446,peptide fragments)
6888,18566446,thyroglobulin)
6889,18296657,3' untranslated regions)
6889,18296657,"antigens, cd)"
6889,18296657,ctla-4 antigen)
6889,18296657,"ctla4 protein, human)"
6889,18296657,interleukin-13)
6891,18768899,autoantigens)
6891,18768899,"receptors, thyrotropin)"
6891,18768899,insulin-like growth factor i)
6891,18768899,"receptor, igf type 1)"
6892,19208577,"antibodies, monoclonal)"
6892,19208577,"antibodies, monoclonal, humanized)"
6892,19208577,antirheumatic agents)
6892,19208577,autoantibodies)
6892,19208577,immunoglobulin g)
6892,19208577,immunosuppressive agents)
6892,19208577,"receptors, tumor necrosis factor)"
6892,19208577,tumor necrosis factor-alpha)
6892,19208577,adalimumab)
6892,19208577,etanercept)
6893,18633697,autoantibodies)
6893,18633697,"immunoglobulins, thyroid-stimulating)"
6893,18633697,thyroid microsomal antibodies)
6893,18633697,thyrotropin)
6893,18633697,thyroglobulin)
6894,19818507,"antibodies, monoclonal)"
6894,19818507,"antibodies, monoclonal, murine-derived)"
6894,19818507,"antigens, cd20)"
6894,19818507,glucocorticoids)
6894,19818507,immunologic factors)
6894,19818507,rituximab)
6896,18454723,antithyroid agents)
6896,18454723,methimazole)
6897,20003804,iodine radioisotopes)
6898,18393171,"immunoglobulins, thyroid-stimulating)"
6898,18393171,thyrotropin-binding inhibitory immunoglobulin)
6899,17943423,"receptors, calcitriol)"
6900,19357418,antithyroid agents)
6900,19357418,propylthiouracil)
6902,18310157,"il4 protein, human)"
6902,18310157,interleukin-4)
6904,19355834,antithyroid agents)
6904,19355834,propylthiouracil)
6905,19142837,iodides)
6905,19142837,selenium compounds)
6905,19142837,thyroid hormones)
6905,19142837,iodine)
6906,18774123,adrenal cortex hormones)
6906,18774123,anti-inflammatory agents)
6906,18774123,antibodies)
6906,18774123,"antibodies, antineutrophil cytoplasmic)"
6906,18774123,antithyroid agents)
6906,18774123,immunosuppressive agents)
6906,18774123,thiouracil)
6906,18774123,peroxidase)
6906,18774123,benzylthiouracil)
6907,19839886,glucocorticoids)
6907,19839886,"immunoglobulins, intravenous)"
6907,19839886,immunosuppressive agents)
6907,19839886,sulfonamides)
6907,19839886,cyclophosphamide)
6907,19839886,mycophenolic acid)
6907,19839886,azathioprine)
6907,19839886,bosentan)
6907,19839886,methotrexate)
6908,19445623,antithyroid agents)
6908,19445623,methimazole)
6909,19363598,"indoleamine-pyrrole 2,3,-dioxygenase)"
6909,19363598,"rna, messenger)"
6909,19363598,kynurenine)
6909,19363598,interferon-gamma)
6909,19363598,tryptophan)
6909,19363598,tryptophan-trna ligase)
6909,19363598,"wars1 protein, human)"
6910,19240157,cd3 complex)
6910,19240157,"receptor, igf type 1)"
6912,19201108,"antibodies, antineutrophil cytoplasmic)"
6912,19201108,antithyroid agents)
6912,19201108,autoantigens)
6912,19201108,thiouracil)
6912,19201108,peroxidase)
6912,19201108,benzylthiouracil)
6913,18559906,autoantibodies)
6914,19839885,autoantibodies)
6914,19839885,calsequestrin)
6915,18645426,acetates)
6915,18645426,cyclopropanes)
6915,18645426,"histamine h1 antagonists, non-sedating)"
6915,18645426,leukotriene antagonists)
6915,18645426,quinolines)
6915,18645426,sulfides)
6915,18645426,montelukast)
6915,18645426,cetirizine)
6916,19167722,iodine radioisotopes)
6917,19345552,adrenergic beta-antagonists)
6917,19345552,propranolol)
6919,18073303,autoantibodies)
6919,18073303,complement c1q)
6919,18073303,iodide peroxidase)
6920,18277375,calcium compounds)
6920,18277375,carbonates)
6920,18277375,lactates)
6920,18277375,mineral waters)
6920,18277375,parathyroid hormone)
6920,18277375,sandocal)
6920,18277375,thyroid hormones)
6920,18277375,thyrotropin)
6920,18277375,calcitriol)
6920,18277375,thyroxine)
6920,18277375,calcium)
6921,18401992,antithyroid agents)
6921,18401992,propranolol)
6922,18315665,"analgesics, non-narcotic)"
6922,18315665,"analgesics, opioid)"
6922,18315665,antihypertensive agents)
6922,18315665,antithyroid agents)
6922,18315665,acetaminophen)
6922,18315665,atenolol)
6922,18315665,hydrocodone)
6922,18315665,propylthiouracil)
6922,18315665,fentanyl)
6924,19472628,iodine radioisotopes)
6925,18268203,iodine radioisotopes)
6927,18658170,tobacco smoke pollution)
6928,19882211,"il10 protein, human)"
6928,19882211,"il4 protein, human)"
6928,19882211,transforming growth factor beta)
6928,19882211,interleukin-10)
6928,19882211,interleukin-4)
6932,18446002,cd40 antigens)
6933,18278207,iodine radioisotopes)
6933,18278207,radioisotopes)
6933,18278207,thyrotropin)
6934,18239329,isotopes)
6934,18239329,radiopharmaceuticals)
6934,18239329,sodium pertechnetate tc 99m)
6935,19201392,catecholamines)
6935,19201392,radiopharmaceuticals)
6935,19201392,thyrotropin)
6935,19201392,calcitonin)
6935,19201392,technetium tc 99m sestamibi)
6935,19201392,proto-oncogene proteins c-ret)
6936,18925837,autoantibodies)
6936,18925837,hla-dr antigens)
6936,18925837,interleukin-2 receptor alpha subunit)
6936,18925837,thyroid hormones)
6937,19705304,"antibodies, monoclonal, murine-derived)"
6937,19705304,rituximab)
6937,19705304,vincristine)
6937,19705304,cyclophosphamide)
6937,19705304,prednisone)
6938,18821390,antibodies)
6938,18821390,h-2 antigens)
6938,18821390,"receptors, thyrotropin)"
6939,19960857,antihypertensive agents)
6939,19960857,antithyroid agents)
6939,19960857,methimazole)
6939,19960857,propranolol)
6939,19960857,potassium)
6940,19647102,b-cell activating factor)
6940,19647102,tumor necrosis factor ligand superfamily member 13)
6941,19542904,thyrotropin)
6941,19542904,thyroxine)
6942,19015424,dapsone)
6943,18415893,autoantibodies)
6943,18415893,"chemokines, cc)"
6943,18415893,"immunoglobulins, thyroid-stimulating)"
6943,18415893,thyrotropin-binding inhibitory immunoglobulin)
6943,18415893,iodide peroxidase)
6944,20963560,autoantigens)
6944,20963560,iodides)
6944,20963560,iron-binding proteins)
6944,20963560,"tpo protein, human)"
6944,20963560,iodide peroxidase)
6945,19253829,leptin)
6945,19253829,recombinant proteins)
6946,18363887,autoantibodies)
6946,18363887,immunodominant epitopes)
6946,18363887,"immunoglobulins, thyroid-stimulating)"
6947,18306976,"receptors, thyrotropin)"
6948,18976167,"rna, messenger)"
6948,18976167,thy-1 antigens)
6950,18180622,anticoagulants)
6950,18180622,antithyroid agents)
6950,18180622,thyroid hormones)
6950,18180622,lithium carbonate)
6950,18180622,methimazole)
6950,18180622,warfarin)
6951,20102062,neuromuscular agents)
6951,20102062,"botulinum toxins, type a)"
6953,18591847,anti-inflammatory agents)
6953,18591847,prednisolone)
6954,18408106,"antibodies, monoclonal)"
6954,18408106,"antibodies, monoclonal, murine-derived)"
6954,18408106,antirheumatic agents)
6954,18408106,rituximab)
6957,19634982,autoantibodies)
6957,19634982,"reagent kits, diagnostic)"
6957,19634982,"receptors, thyrotropin)"
6958,19383254,iodine radioisotopes)
6958,19383254,methimazole)
6958,19383254,propylthiouracil)
6959,18651822,cyclooxygenase 2 inhibitors)
6959,18651822,pyrazoles)
6959,18651822,sulfonamides)
6959,18651822,celecoxib)
6959,18651822,prednisone)
6960,18286963,anti-bacterial agents)
6960,18286963,glucocorticoids)
6962,19744739,antiviral agents)
6962,19744739,histocompatibility antigens class i)
6962,19744739,interferon alpha-2)
6962,19744739,interferon-alpha)
6962,19744739,recombinant proteins)
6962,19744739,polyethylene glycols)
6962,19744739,ribavirin)
6962,19744739,peginterferon alfa-2b)
6963,19419934,"receptors, thyrotropin)"
6963,19419934,intercellular adhesion molecule-1)
6963,19419934,l-selectin)
6964,19343596,autoantibodies)
6964,19343596,autoantigens)
6964,19343596,"peptides, cyclic)"
6964,19343596,cyclic citrullinated peptide)
6964,19343596,"ptpn22 protein, human)"
6964,19343596,"protein tyrosine phosphatase, non-receptor type 22)"
6965,18302519,antithyroid agents)
6965,18302519,autoantibodies)
6965,18302519,"immunoglobulins, thyroid-stimulating)"
6965,18302519,thyrotropin-binding inhibitory immunoglobulin)
6965,18302519,methimazole)
6965,18302519,thyrotropin)
6965,18302519,thyroxine)
6966,18202525,"antibodies, monoclonal)"
6966,18202525,iodine radioisotopes)
6966,18202525,"receptors, thyrotropin)"
6966,18202525,"thyrotropin, beta subunit)"
6966,18202525,thyrotropin)
6966,18202525,cyclic amp)
6967,19153345,anti-bacterial agents)
6967,19153345,minocycline)
6968,18816181,antithyroid agents)
6968,18816181,cholestyramine resin)
6968,18816181,methimazole)
6968,18816181,iodine)
6968,18816181,propranolol)
6969,19879201,polyethylene terephthalates)
6969,19879201,lavsan)
6969,19879201,titanium)
6972,18816182,antithyroid agents)
6972,18816182,methimazole)
