,PMID,Other_term
4620,29242007,*ecmo---*extracorporeal membrane oxygenation---*airway management---*airway obstruction---*mediastinal goiter---*thyroid surgery
4621,30843109,*children---*graves’ disease---*proteinuria
4622,30803411,*longterm---*methimazole---*radioiodine---*toxic multinodular goiter
4623,31266487,*dfnb4---*deafness---*haplotype---*hearing---*noncoding---*pendred syndrome---*slc26a4 cois
4624,31184263,*external branch of the superior laryngeal nerve---*goiter---*quality of life---*recurrent laryngeal nerve---*thyroidectomy---*voice
4626,31327128,graves’ disease---graves’ orbitopathy---outcome---radioiodine---tsh-receptor antibody---thyroid carcinoma---thyroidectomy
4627,28875268,hashimoto’s thyroiditis---papillary thyroid carcinoma---tsh---thyroid cytology---thyroid nodules
4628,31143336,graves´ disease---onycholysis---hyperthyroidism---hypothyroidism---plummer´s nails---thyroid disease cois
4630,31292912,c cell hyperplasia---c cells---papillary carcinoma---thyroid---thyroidectomy
4631,30767621,*graves' disease---*ciliogenesis---*nodular hyperplasia---*primary cilia---*thyrocytes
4634,30694184,*endocrine disruptor---*goiter---*groundwater---*subclinical hypothyroidism
4636,30684524,diagnostic marker---ptc---plasma microrna---qrt-pcr
4637,29993215,color doppler---neoplasms---thyroid nodule---ultrasonography
4638,30260174,gh---igf-1---acromegaly---cancer---neoplasms---registry
4640,30541519,graves’ disease---graves’ disease treatment.---i131.---radioiodine. cois metro south human research ethics committee (reference number: lnr/qms/43580). all necessary permissions to access medical records from the princess alexandra hospital were obtained. consent to participate was not a requirement. competing interests: the authors declare they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
4641,31290382,fluorescence microscopy---thyroid nodule
4642,29360235,*avoiding sternotomy---*intracapsular thyroidectomy---*microdebrider---*retrosternal goiter---*thyroidectomy
4643,29721730,goitre---medical diagnosis---painting---raphael
4644,31383679,"asthma---ear, nose and throat---pregnancy---thyroid disease cois"
4645,31713721,antithyroid drugs---children---graves’ disease---hyperthyroidism---“block-and-replace” method
4646,29319130,anaplastic thyroid carcinoma---thyrotoxicosis
4648,30626069,*graves’ orbitopathy---*corticosteroids---*hyperthyroidism---*ophthalmopathy---*prednisone cois
4649,29198022,*glaucoma---*graves' disease---*register study---*toxic nodular goiter
4650,31187663,*hearing loss---*iran---*missense variant---*next-generation sequencing
4651,32476968,graves’ disease---eosinophil---sarcoidosis
4652,29275168,*goiter---*hypothyroidism---*mutation---*thyroglobulin gene---*truncated thyroglobulin protein
4653,29108474,*oncogene testing---*pediatric thyroid cancer cois of the other authors have any conflicts of interest to declare.
4654,29909393,general practice / family medicine---hyperthyroidism---liver disease---thyroid disease---thyroiditis cois
4656,29461666,*ligament of berry---*laryngeal---*nerve---*recurrent---*thyroidectomy
4658,30351170,fam167a-blk---graves' disease (gd)---hashimoto's thyroiditis (ht)---autoimmune thyroid disease (aitd)---polymorphism
4660,30760283,"*myotonic dystrophy---*papillary thyroid carcinoma---*thyroid goiter---*thyroid nodule---*ultrasound scan cois person (cpp), iorg 0009553 – institutional review board for the university hospital of lille. ethical committee under number: hp 1821 (benhamou_ethics_ojrd.pdf). consent for publication: na competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
4661,31691509,*echogenicity---*nodular goiters---*papillary thyroid carcinoma---*ultrasonic diagnosis---*ultrasound gray scale ratio cois
4662,30455812,graves---child---treatment
4663,29469200,*dicer1---*cryptic exon---*deep intronic mutation---*lung cyst---*multinodular goiter---*ovarian sertoli-leydig cell tumor
4669,30884127,cep78---wdr62---lateral lymph node metastasis---thyroid cancer
4670,29728450,pre-tibial myxoedema---thyroid acropachy---thyroid associated ophthalmopathy---vitiligo cois
4672,31670633,postoperativehypocalcemia---recurrentlaryngealnervepalsy---totalthyroidectomy---tubercleofzuckekandl
4673,30935806,internal carotid artery thrombosis---thromboembolic stroke---thyroid goitre
4674,31127647,*dnmt1---*mgmt---*ms-hrm---*ctdna---*methylation---*papillary thyroid cancer
4675,32397019,"disease attribute---lymphoma, non-hodgkin---prognosis---thyroid neoplasms"
4676,31396854,ezh2---h3k27me3---immunohistochemistry---thyroid cancer
4679,30369298,*ecological momentary assessments---*patient-reported outcomes---*thyroid diseases---*thyroid-related quality of life
4680,31309667,fukushima---japanese black---cattle---goiter---thyroid gland
4682,31841476,accident at chnpp---breast cancer---functional parameters---malignant tumors---mammary gland---structural parameters---thyroid gland
4683,30173330,*i-ionm---*neuromonitoring---*recurrent laryngeal nerve stimulation---*staged thyroidectomy---*thyroid
4686,31869260,* tnfsf15---*graves’ disease---*graves’ ophthalmopathy---*tl1a---*single nucleotide polymorphism
4688,29962351,graves` associated ophthalmopathy---il-6---thyroid-associated ophthalmopathy---extrathyroidal manifestation---infiltrating cytokines---tocilizumab.
4689,30311856,*pakistan---*goiter prevalence---*iodine deficiency disorder---*iodized salt---*pregnancy
4690,30037617,goiter---hypothyroidism---iodine deficiency---native americans---paleopathology
4691,29791909,fetal goiter---fetal hypothyroidism---intra-amniotic treatment---iodine---wolff-chaikoff effect
4693,31580203,neuromonitoring---goiter---recurrent laryngeal nerve palsy---thyroid---vocal cords
4695,31586293,*endogenous thyrotropin---*methimazole---*multinodular goitre---*radioiodine cois
4696,30175973,casc2---long non-coding rna---lymph node metastasis---papillary thyroid cancer
4697,31918249,braf(v600e)---hbme-1---lymph node metastasis---papillary thyroid carcinoma---ultrasound
4699,29332250,dysfunctional tear syndrome---hyperthyroidism---ocular surface inflammation---tear cytokines---thyroid-associated orbitopathy
4700,27773627,bocio multinodular---horner---multinodular goiter---oculosympathetic pathway---thyroid---tiroides---vía oculosimpática
4703,31749116,*antithyroid drug---*graves’ disease---*lymphocyte---*neutrophil---*relapse
4705,32202723,*cancer---*cytology---*nodular goiter---*stratification---*thyroid gland---*ultrasonography
4707,30862149,*graves’ disease---*hyperthyroidism---*antithyroid drugs cois
4708,31155540,deiodinase---ft3/ft4 ratio---hashimoto thyroiditis---thyroid hormone---thyroid volume
4710,31221571,*continuous neuromonitoring---*intraoperative neuromonitoring---*recurrent laryngeal nerve---*staged thyroidectomy---*thyroidectomy---*vagus nerve stimulation
4711,29317181,extramedullary hematopoiesis---fine needle aspiration---thyroid
4712,30890403,fna---ptc---mir-137---mir-181b---mir-214---mir-222
4713,31407208,autoimmune poliglandular syndromes---graves’ disease---hyperthyroidism---thyroid
4715,30955264,"carcinoma, papillary---prognosis---thyroid neoplasms"
4716,31552848,goiter---iodine---reproductive age---salt iodine---urinary iodine---women cois
4717,30880038,deep vein thrombosis---goiter---upper-extremity
4719,31377715,"ear, nose and throat/otolaryngology---hyperthyroidism---otolaryngology/ent---thyroid disease---thyrotoxicosis cois"
4721,28840845,*sternotomy---*computerized tomography---*retrosternal goiter substernal.---*surgery---*thyroid---*thyroidectomy
4722,31372509,*cell biology---*endocrinology---*genetics---*pathogenesis cois
4724,29306930,adolescents---antithyroid drugs---children---hyperthyroidism---management---radioiodine---thyrotoxicosis
4725,28766837,dicer1---cystic nephroma---multinodular goiter---mutation---neuroblastoma---syndrome
4726,31347001,euthyroid---in vitro fertilization---intra-cytoplasmic sperm injection---pregnancy outcomes
4727,29504626,rdw---heart failure---hypothyroidism---radioiodine therapy
4729,29354015,*benign thyroid nodule---*laser---*laser ablation---*quality of life---*thyroid---*thyroid nodule
4731,31222404,corvis st---goldmann applanation tonometry---intraocular pressure---ora---thyroid-associated orbitopathy---icare
4733,31030636,*french-canadian---*airway compromise---*congenital hypothyroidism---*dyshormonogenesis
4734,30696398,*acute airway obstruction---*goitre---*pregnancy---*respiratory arrest cois publication: written informed consent for publication of the clinical details and clinical images was obtained from the patient. written informed consent for publication of the clinical details and clinical images was obtained from patient. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
4735,30173328,*cognitive function---*graves’ disease---*graves’ ophthalmopathy---*hyperthyroidism---*quality of life
4736,30485487,*graves’ disease treatment---*thyrotrophin receptor antibodies
4737,30146569,*fdg-pet---*hashimoto's thyroiditis---*malignant lymphoma cois
4738,30688164,*graves' disease---*graves' ophthalmopathy---*graves' orbitopathy---*patient knowledge---*thyroid eye disease
4741,29595868,*goitre---*hypocalcaemia---*hypoparathyroidism---*retrosternal goitre---*thyroid gland---*thyroidectomy
4744,30820869,acute external compression of the trachea---basedow’s goiter---death---intra-thyroid hemorrhage
4745,30484383,*cochlear implantation---*enlarged endolymphatic sacs---*enlarged vestibular aqueduct---*pendred syndrome---*slc26a4---*temporal bone
4746,31146635,*jordan---*hyperthyroidism---*hypothyroidism---*prevalence---*thyroid dysfunction
4747,31727496,children---iodized salt---thyroid abnormalities---urinary iodine---water iodine---water replacement
4748,29183262,*sds---*globus symptoms---*quality of life---*thyroid surgery
4749,31217394,adenovirus---graves disease---model
4750,30194634,graves’ ophthalmopathy---tbii---trab---tsab
4751,29649988,"lipid layer thickness---meibomian gland dysfunction---thyroid eye diseases cois (irb)/ethics committee approval was obtained from the committee of medical ethics and human experiments of chang gung memorial hospital (cgmh), taiwan. informed consent was obtained from each subject in the cgmh. consent for publication: not applicable. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
4754,30055100,children---iodine supply---thyroid diseases---thyromegaly
4755,31447477,coronary artery---ectopic goiter---intrapericardial tumor---thyroid tissue
4757,30610492,antithyroid antibodies---antithyroid drugs---graves’ disease---hyperthyroidism---type 2 deiodinase
4758,29281760,*complications---*epidemiology biochemistry---*hypoparathyroidism---*mortality
4759,31758881,*hashimoto’s thyroiditis---*hypothyroidism---*precocious puberty---*stature cois
4760,30885146,"cyclin d1---cytology---diagnosis---ngs---thyroid nodule cois the patients, and the ethical committee of the national cancer center hospital, tokyo, japan, approved the procedures (approval #2010–077). the informed consent will be written or verbal from participants. the research poses no more than minimal risk to patients and includes appropriate safeguards to protect the patients’ rights, safety and privacy. consent for publication: not applicable. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
4761,30955162,*graves’ disease---*hyperthyroidism---*leg tremor---*postural tremor
