id,nct_id,status,name,city,state,zip,country
36947941,NCT02859896,,Investigational Site Number :8400001,Marshfield,Wisconsin,54449,United States
36947847,NCT02867592,,Cardinal Glennon Children's Medical Center,Saint Louis,Missouri,63104,United States
36947895,NCT02867592,,East Tennessee Childrens Hospital,Knoxville,Tennessee,37916,United States
36947942,NCT02859896,,Investigational Site Number :1520004,Concepción,Biobío,,Chile
36947896,NCT02867592,,Saint Jude Children's Research Hospital,Memphis,Tennessee,38105,United States
36947897,NCT02867592,,The Children's Hospital at TriStar Centennial,Nashville,Tennessee,37203,United States
36947848,NCT02867592,,Barnes-Jewish Hospital,Saint Louis,Missouri,63110,United States
36947849,NCT02867592,,Washington University School of Medicine,Saint Louis,Missouri,63110,United States
36947943,NCT02859896,,Investigational Site Number :1520003,Santiago,Reg Metropolitana De Santiago,,Chile
36949010,NCT02834013,Recruiting,Alta Bates Summit Medical Center-Herrick Campus,Berkeley,California,94704,United States
36947850,NCT02867592,,Siteman Cancer Center-South County,Saint Louis,Missouri,63129,United States
36947851,NCT02867592,,Mercy Hospital Saint Louis,Saint Louis,Missouri,63141,United States
36947852,NCT02867592,,Siteman Cancer Center at Saint Peters Hospital,Saint Peters,Missouri,63376,United States
36947853,NCT02867592,,Children's Hospital and Medical Center of Omaha,Omaha,Nebraska,68114,United States
36947854,NCT02867592,,University of Nebraska Medical Center,Omaha,Nebraska,68198,United States
36947855,NCT02867592,,Comprehensive Cancer Centers of Nevada-Horizon Ridge,Henderson,Nevada,89052,United States
36947856,NCT02867592,,Sunrise Hospital and Medical Center,Las Vegas,Nevada,89109,United States
36947857,NCT02867592,,Alliance for Childhood Diseases/Cure 4 the Kids Foundation,Las Vegas,Nevada,89135,United States
36947858,NCT02867592,,Summerlin Hospital Medical Center,Las Vegas,Nevada,89144,United States
36947859,NCT02867592,,Hope Cancer Care of Nevada-Pahrump,Pahrump,Nevada,89048,United States
36947860,NCT02867592,,Radiation Oncology Associates,Reno,Nevada,89509,United States
36947861,NCT02867592,,Dartmouth Hitchcock Medical Center,Lebanon,New Hampshire,03756,United States
36947862,NCT02867592,,Hackensack University Medical Center,Hackensack,New Jersey,07601,United States
36947863,NCT02867592,,Morristown Medical Center,Morristown,New Jersey,07960,United States
36947864,NCT02867592,,Rutgers Cancer Institute of New Jersey-Robert Wood Johnson University Hospital,New Brunswick,New Jersey,08903,United States
36947865,NCT02867592,,Roswell Park Cancer Institute,Buffalo,New York,14263,United States
36947866,NCT02867592,,NYU Winthrop Hospital,Mineola,New York,11501,United States
36947867,NCT02867592,,The Steven and Alexandra Cohen Children's Medical Center of New York,New Hyde Park,New York,11040,United States
36947868,NCT02867592,,Laura and Isaac Perlmutter Cancer Center at NYU Langone,New York,New York,10016,United States
36947869,NCT02867592,,NYP/Columbia University Medical Center/Herbert Irving Comprehensive Cancer Center,New York,New York,10032,United States
36947870,NCT02867592,,State University of New York Upstate Medical University,Syracuse,New York,13210,United States
36947871,NCT02867592,,UNC Lineberger Comprehensive Cancer Center,Chapel Hill,North Carolina,27599,United States
36947872,NCT02867592,,Carolinas Medical Center/Levine Cancer Institute,Charlotte,North Carolina,28203,United States
36947873,NCT02867592,,Southeastern Medical Oncology Center-Clinton,Clinton,North Carolina,28328,United States
36947874,NCT02867592,,Duke University Medical Center,Durham,North Carolina,27710,United States
36947875,NCT02867592,,Southeastern Medical Oncology Center-Goldsboro,Goldsboro,North Carolina,27534,United States
36947876,NCT02867592,,Wayne Memorial Hospital,Goldsboro,North Carolina,27534,United States
36947898,NCT02867592,,Medical City Dallas Hospital,Dallas,Texas,75230,United States
36947899,NCT02867592,,UT Southwestern/Simmons Cancer Center-Dallas,Dallas,Texas,75390,United States
36947900,NCT02867592,,El Paso Children's Hospital,El Paso,Texas,79905,United States
36947901,NCT02867592,,Texas Tech University Health Sciences Center-El Paso,El Paso,Texas,79905,United States
36947902,NCT02867592,,Baylor College of Medicine/Dan L Duncan Comprehensive Cancer Center,Houston,Texas,77030,United States
36947903,NCT02867592,,Children's Hospital of San Antonio,San Antonio,Texas,78207,United States
36947904,NCT02867592,,University of Vermont and State Agricultural College,Burlington,Vermont,05405,United States
36947905,NCT02867592,,University of Virginia Cancer Center,Charlottesville,Virginia,22908,United States
36947906,NCT02867592,,Children's Hospital of The King's Daughters,Norfolk,Virginia,23507,United States
36947907,NCT02867592,,Seattle Children's Hospital,Seattle,Washington,98105,United States
36947908,NCT02867592,,Providence Sacred Heart Medical Center and Children's Hospital,Spokane,Washington,99204,United States
36947909,NCT02867592,,Gundersen Lutheran Medical Center,La Crosse,Wisconsin,54601,United States
36947910,NCT02867592,,University of Wisconsin Carbone Cancer Center,Madison,Wisconsin,53792,United States
36947911,NCT02867592,,Children's Hospital of Wisconsin,Milwaukee,Wisconsin,53226,United States
36947914,NCT02859896,,Investigational Site Number :8400022,Birmingham,Alabama,35233,United States
36947915,NCT02859896,,Investigational Site Number :8400023,Los Angeles,California,90027,United States
36947916,NCT02859896,,Investigational Site Number :8400033,Los Angeles,California,90048,United States
36947917,NCT02859896,,Investigational Site Number :8400005,Sacramento,California,95817,United States
36947918,NCT02859896,,Investigational Site Number :8400029,New Haven,Connecticut,06520-8017,United States
36947919,NCT02859896,,Investigational Site Number :8400006,Miami,Florida,33101,United States
36947920,NCT02859896,,Investigational Site Number :8400008,Miami,Florida,33155,United States
36947921,NCT02859896,,Investigational Site Number :8400020,Chicago,Illinois,60612,United States
36947922,NCT02859896,,Investigational Site Number :8400036,Indianapolis,Indiana,46202,United States
36947923,NCT02859896,,Investigational Site Number :8400014,Minneapolis,Minnesota,55454,United States
36947924,NCT02859896,,Investigational Site Number :8400015,Jackson,Mississippi,39216,United States
36947925,NCT02859896,,Investigational Site Number :8400010,Hackensack,New Jersey,07601,United States
36947926,NCT02859896,,Investigational Site Number :8400016,Morristown,New Jersey,07962,United States
36947927,NCT02859896,,Investigational Site Number :8400017,New Hyde Park,New York,11040,United States
36947928,NCT02859896,,Investigational Site Number :8400007,New York,New York,10021,United States
36947929,NCT02859896,,Investigational Site Number :8400021,Syracuse,New York,13210,United States
36947930,NCT02859896,,Investigational Site Number :8400034,Durham,North Carolina,27710,United States
36947931,NCT02859896,,Investigational Site Number :8400025,Greenville,North Carolina,27834,United States
36947932,NCT02859896,,Investigational Site Number :8400004,Portland,Oregon,97227,United States
36947933,NCT02859896,,Investigational Site Number :8400035,Portland,Oregon,97239-3098,United States
36947934,NCT02859896,,Investigational Site Number :8400028,Pittsburgh,Pennsylvania,15224,United States
36947935,NCT02859896,,Investigational Site Number :8400027,Greenville,South Carolina,29605,United States
36947936,NCT02859896,,Investigational Site Number :8400024,Nashville,Tennessee,37292,United States
36947937,NCT02859896,,Investigational Site Number :8400013,Houston,Texas,77030,United States
36947938,NCT02859896,,Investigational Site Number :8400019,Houston,Texas,77030,United States
36947939,NCT02859896,,Investigational Site Number :8400026,Salt Lake City,Utah,84113,United States
36948986,NCT02834013,Recruiting,Alaska Women's Cancer Care,Anchorage,Alaska,99508,United States
36948987,NCT02834013,Recruiting,Anchorage Oncology Centre,Anchorage,Alaska,99508,United States
36948988,NCT02834013,Recruiting,Katmai Oncology Group,Anchorage,Alaska,99508,United States
36948989,NCT02834013,Recruiting,Providence Alaska Medical Center,Anchorage,Alaska,99508,United States
36948990,NCT02834013,Recruiting,Fairbanks Memorial Hospital,Fairbanks,Alaska,99701,United States
36948991,NCT02834013,Recruiting,CTCA at Western Regional Medical Center,Goodyear,Arizona,85338,United States
36948992,NCT02834013,Recruiting,Kingman Regional Medical Center,Kingman,Arizona,86401,United States
36948993,NCT02834013,Recruiting,Cancer Center at Saint Joseph's,Phoenix,Arizona,85004,United States
36948994,NCT02834013,Suspended,Highlands Oncology Group PA - Fayetteville,Fayetteville,Arkansas,72703,United States
36948995,NCT02834013,Recruiting,Mercy Hospital Fort Smith,Fort Smith,Arkansas,72903,United States
36948996,NCT02834013,Recruiting,CHI Saint Vincent Cancer Center Hot Springs,Hot Springs,Arkansas,71913,United States
36949011,NCT02834013,Recruiting,Providence Saint Joseph Medical Center/Disney Family Cancer Center,Burbank,California,91505,United States
36949012,NCT02834013,Suspended,Mills-Peninsula Medical Center,Burlingame,California,94010,United States
36949013,NCT02834013,Recruiting,Sutter Cancer Centers Radiation Oncology Services-Cameron Park,Cameron Park,California,95682,United States
36949100,NCT02834013,Recruiting,The Medical Center of Aurora,Aurora,Colorado,80012,United States
36948997,NCT02834013,Recruiting,Baptist Memorial Hospital and Fowler Family Cancer Center - Jonesboro,Jonesboro,Arkansas,72401,United States
36948998,NCT02834013,Recruiting,University of Arkansas for Medical Sciences,Little Rock,Arkansas,72205,United States
36948999,NCT02834013,Suspended,Highlands Oncology Group,Rogers,Arkansas,72758,United States
36949000,NCT02834013,Suspended,Highlands Oncology Group - Springdale,Springdale,Arkansas,72762,United States
36949001,NCT02834013,Recruiting,Kaiser Permanente-Anaheim,Anaheim,California,92806,United States
36949002,NCT02834013,Recruiting,Kaiser Permanente-Deer Valley Medical Center,Antioch,California,94531,United States
36949003,NCT02834013,Recruiting,Mission Hope Medical Oncology - Arroyo Grande,Arroyo Grande,California,93420,United States
36949004,NCT02834013,Recruiting,PCR Oncology,Arroyo Grande,California,93420,United States
36949005,NCT02834013,Recruiting,Sutter Auburn Faith Hospital,Auburn,California,95602,United States
36949006,NCT02834013,Recruiting,Sutter Cancer Centers Radiation Oncology Services-Auburn,Auburn,California,95603,United States
36949007,NCT02834013,"Active, not recruiting",AIS Cancer Center at San Joaquin Community Hospital,Bakersfield,California,93301,United States
36949008,NCT02834013,Recruiting,Kaiser Permanente-Baldwin Park,Baldwin Park,California,91706,United States
36949009,NCT02834013,Recruiting,Kaiser Permanente-Bellflower,Bellflower,California,90706,United States
36949059,NCT02834013,Recruiting,Kaiser Permanente-Richmond,Richmond,California,94801,United States
36949060,NCT02834013,Recruiting,Kaiser Permanente-Riverside,Riverside,California,92505,United States
36949061,NCT02834013,Recruiting,Kaiser Permanente-Roseville,Roseville,California,95661,United States
36949062,NCT02834013,Recruiting,Sutter Cancer Centers Radiation Oncology Services-Roseville,Roseville,California,95661,United States
36949063,NCT02834013,Recruiting,Sutter Roseville Medical Center,Roseville,California,95661,United States
36949064,NCT02834013,Recruiting,Kaiser Permanente Downtown Commons,Sacramento,California,95814,United States
36949065,NCT02834013,Recruiting,Sutter Medical Center Sacramento,Sacramento,California,95816,United States
36949066,NCT02834013,"Active, not recruiting",University of California Davis Comprehensive Cancer Center,Sacramento,California,95817,United States
36949067,NCT02834013,Recruiting,Kaiser Permanente-South Sacramento,Sacramento,California,95823,United States
36949068,NCT02834013,Recruiting,Kaiser Permanente - Sacramento,Sacramento,California,95825,United States
36949069,NCT02834013,Recruiting,Kaiser Permanente-San Diego Mission,San Diego,California,92108,United States
36949070,NCT02834013,Recruiting,Kaiser Permanente-San Diego Zion,San Diego,California,92120,United States
36949071,NCT02834013,Recruiting,Sharp Memorial Hospital,San Diego,California,92123,United States
36949072,NCT02834013,Recruiting,California Pacific Medical Center-Pacific Campus,San Francisco,California,94115,United States
36949073,NCT02834013,Recruiting,Kaiser Permanente-San Francisco,San Francisco,California,94115,United States
36949074,NCT02834013,Recruiting,Kaiser Permanente-Santa Teresa-San Jose,San Jose,California,95119,United States
36949075,NCT02834013,Recruiting,Kaiser Permanente San Leandro,San Leandro,California,94577,United States
36949076,NCT02834013,Recruiting,Pacific Central Coast Health Center-San Luis Obispo,San Luis Obispo,California,93401,United States
36949077,NCT02834013,Recruiting,Kaiser Permanente-San Marcos,San Marcos,California,92078,United States
36949078,NCT02834013,Recruiting,Mills Health Center,San Mateo,California,94401,United States
36948980,NCT02834013,Recruiting,University of Alabama at Birmingham Cancer Center,Birmingham,Alabama,35233,United States
36948981,NCT02834013,Suspended,University of South Alabama Mitchell Cancer Institute,Mobile,Alabama,36688,United States
36948982,NCT02834013,Recruiting,Anchorage Associates in Radiation Medicine,Anchorage,Alaska,98508,United States
36948983,NCT02834013,Recruiting,Anchorage Radiation Therapy Center,Anchorage,Alaska,99504,United States
36948984,NCT02834013,Recruiting,Alaska Breast Care and Surgery LLC,Anchorage,Alaska,99508,United States
36948985,NCT02834013,Recruiting,Alaska Oncology and Hematology LLC,Anchorage,Alaska,99508,United States
36949014,NCT02834013,Recruiting,Eden Hospital Medical Center,Castro Valley,California,94546,United States
36949015,NCT02834013,Recruiting,UC Irvine Health Cancer Center-Newport,Costa Mesa,California,92627,United States
36949016,NCT02834013,Recruiting,Sutter Davis Hospital,Davis,California,95616,United States
36949017,NCT02834013,"Active, not recruiting",City of Hope Comprehensive Cancer Center,Duarte,California,91010,United States
36949018,NCT02834013,Recruiting,Epic Care-Dublin,Dublin,California,94568,United States
36949019,NCT02834013,Recruiting,Kaiser Permanente Dublin,Dublin,California,94568,United States
36949020,NCT02834013,Recruiting,Bay Area Breast Surgeons Inc,Emeryville,California,94608,United States
36949021,NCT02834013,Recruiting,Epic Care Partners in Cancer Care,Emeryville,California,94608,United States
36949022,NCT02834013,Recruiting,Kaiser Permanente-Fontana,Fontana,California,92335,United States
36949023,NCT02834013,Recruiting,Kaiser Permanente-Fremont,Fremont,California,94538,United States
36949024,NCT02834013,Recruiting,Palo Alto Medical Foundation-Fremont,Fremont,California,94538,United States
36949025,NCT02834013,Recruiting,Kaiser Permanente-Fresno,Fresno,California,93720,United States
36949026,NCT02834013,Recruiting,Kaiser Permanente - Harbor City,Harbor City,California,90710,United States
36949027,NCT02834013,Recruiting,Keck Medicine of USC Huntington Beach,Huntington Beach,California,92648,United States
36949028,NCT02834013,Recruiting,Kaiser Permanente-Irvine,Irvine,California,92618,United States
36949029,NCT02834013,Recruiting,UC San Diego Moores Cancer Center,La Jolla,California,92093,United States
36949030,NCT02834013,Recruiting,Loma Linda University Medical Center,Loma Linda,California,92354,United States
36949031,NCT02834013,Recruiting,Kaiser Permanente Los Angeles Medical Center,Los Angeles,California,90027,United States
36949032,NCT02834013,Recruiting,Los Angeles County-USC Medical Center,Los Angeles,California,90033,United States
36949033,NCT02834013,Recruiting,USC / Norris Comprehensive Cancer Center,Los Angeles,California,90033,United States
36949034,NCT02834013,Recruiting,Kaiser Permanente West Los Angeles,Los Angeles,California,90034,United States
36949035,NCT02834013,Recruiting,Cedars Sinai Medical Center,Los Angeles,California,90048,United States
36949036,NCT02834013,Recruiting,Contra Costa Regional Medical Center,Martinez,California,94553-3156,United States
36949037,NCT02834013,"Active, not recruiting",Fremont - Rideout Cancer Center,Marysville,California,95901,United States
36949038,NCT02834013,"Active, not recruiting",Mercy UC Davis Cancer Center,Merced,California,95340,United States
36949039,NCT02834013,Recruiting,Memorial Medical Center,Modesto,California,95355,United States
36949040,NCT02834013,Recruiting,Kaiser Permanente-Modesto,Modesto,California,95356,United States
36949041,NCT02834013,Recruiting,Palo Alto Medical Foundation-Camino Division,Mountain View,California,94040,United States
36949042,NCT02834013,Recruiting,Palo Alto Medical Foundation-Gynecologic Oncology,Mountain View,California,94040,United States
36949043,NCT02834013,Recruiting,Providence Queen of The Valley,Napa,California,94558,United States
36949044,NCT02834013,Recruiting,USC Norris Oncology/Hematology-Newport Beach,Newport Beach,California,92663,United States
36949045,NCT02834013,Suspended,Sutter Cancer Research Consortium,Novato,California,94945,United States
36949046,NCT02834013,"Active, not recruiting",Alta Bates Summit Medical Center - Summit Campus,Oakland,California,94609,United States
36949047,NCT02834013,Recruiting,Bay Area Tumor Institute,Oakland,California,94609,United States
36949048,NCT02834013,Recruiting,Kaiser Permanente-Oakland,Oakland,California,94611,United States
36949049,NCT02834013,Recruiting,Kaiser Permanente-Ontario,Ontario,California,91761,United States
36949050,NCT02834013,Recruiting,Saint Joseph Hospital - Orange,Orange,California,92868,United States
36949051,NCT02834013,Recruiting,UC Irvine Health/Chao Family Comprehensive Cancer Center,Orange,California,92868,United States
36949052,NCT02834013,"Active, not recruiting",Desert Regional Medical Center,Palm Springs,California,92262,United States
36949053,NCT02834013,Recruiting,Palo Alto Medical Foundation Health Care,Palo Alto,California,94301,United States
36949079,NCT02834013,Recruiting,Kaiser Permanente-San Rafael,San Rafael,California,94903,United States
36949101,NCT02834013,Recruiting,University of Colorado Hospital,Aurora,Colorado,80045,United States
36949080,NCT02834013,Recruiting,Kaiser San Rafael-Gallinas,San Rafael,California,94903,United States
36949054,NCT02834013,Recruiting,Kaiser Permanente - Panorama City,Panorama City,California,91402,United States
36949102,NCT02834013,Recruiting,Boulder Community Hospital,Boulder,Colorado,80301,United States
36949055,NCT02834013,Recruiting,Keck Medical Center of USC Pasadena,Pasadena,California,91105,United States
36949081,NCT02834013,Recruiting,Kaiser Permanente Medical Center - Santa Clara,Santa Clara,California,95051,United States
36949082,NCT02834013,Recruiting,Palo Alto Medical Foundation-Santa Cruz,Santa Cruz,California,95065,United States
36949103,NCT02834013,Recruiting,Boulder Community Foothills Hospital,Boulder,Colorado,80303,United States
36949083,NCT02834013,Recruiting,Mission Hope Medical Oncology - Santa Maria,Santa Maria,California,93444,United States
36949056,NCT02834013,"Active, not recruiting",Eisenhower Medical Center,Rancho Mirage,California,92270,United States
36949057,NCT02834013,Recruiting,Kaiser Permanente- Marshall Medical Offices,Redwood City,California,94063,United States
36949104,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Boulder,Boulder,Colorado,80304,United States
36949058,NCT02834013,Recruiting,Kaiser Permanente-Redwood City,Redwood City,California,94063,United States
36949151,NCT02834013,Recruiting,Saint Mary Corwin Medical Center,Pueblo,Colorado,81004,United States
36949152,NCT02834013,Suspended,Rocky Mountain Cancer Centers - Pueblo,Pueblo,Colorado,81008,United States
36949153,NCT02834013,Suspended,National Jewish Health-Northern Hematology Oncology,Thornton,Colorado,80260,United States
36949154,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Thornton,Thornton,Colorado,80260,United States
36949155,NCT02834013,Suspended,SCL Health Lutheran Medical Center,Wheat Ridge,Colorado,80033,United States
36949084,NCT02834013,Recruiting,Kaiser Permanente-Santa Rosa,Santa Rosa,California,95403,United States
36949085,NCT02834013,Recruiting,Providence Medical Foundation - Santa Rosa,Santa Rosa,California,95403,United States
36949105,NCT02834013,Recruiting,Rocky Mountain Cancer Centers - Centennial,Centennial,Colorado,80112,United States
36949086,NCT02834013,Recruiting,Sutter Pacific Medical Foundation,Santa Rosa,California,95403,United States
36949087,NCT02834013,Recruiting,Providence Santa Rosa Memorial Hospital,Santa Rosa,California,95405,United States
36949156,NCT02834013,Recruiting,Smilow Cancer Hospital-Derby Care Center,Derby,Connecticut,06418,United States
36949106,NCT02834013,Recruiting,Penrose-Saint Francis Healthcare,Colorado Springs,Colorado,80907,United States
36949157,NCT02834013,Recruiting,Smilow Cancer Hospital Care Center-Fairfield,Fairfield,Connecticut,06824,United States
36949088,NCT02834013,Recruiting,Kaiser Permanente-South San Francisco,South San Francisco,California,94080,United States
36949107,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Penrose,Colorado Springs,Colorado,80907,United States
36949089,NCT02834013,Recruiting,Kaiser Permanente-Stockton,Stockton,California,95210,United States
36949108,NCT02834013,Recruiting,UCHealth Memorial Hospital Central,Colorado Springs,Colorado,80909,United States
36949090,NCT02834013,Recruiting,Palo Alto Medical Foundation-Sunnyvale,Sunnyvale,California,94086,United States
36949109,NCT02834013,Recruiting,Memorial Hospital North,Colorado Springs,Colorado,80920,United States
36949091,NCT02834013,"Active, not recruiting",Gene Upshaw Memorial Tahoe Forest Cancer Center,Truckee,California,96161,United States
36949110,NCT02834013,Recruiting,Saint Francis Cancer Center,Colorado Springs,Colorado,80923,United States
36949092,NCT02834013,Recruiting,Sutter Cancer Centers Radiation Oncology Services-Vacaville,Vacaville,California,95687,United States
36949111,NCT02834013,Suspended,Cancer Center of Colorado at Sloan's Lake,Denver,Colorado,80204,United States
36949093,NCT02834013,Recruiting,Kaiser Permanente Medical Center-Vacaville,Vacaville,California,95688,United States
36949112,NCT02834013,Suspended,Denver Health Medical Center,Denver,Colorado,80204,United States
36949094,NCT02834013,Recruiting,Kaiser Permanente-Vallejo,Vallejo,California,94589,United States
36949113,NCT02834013,Recruiting,Kaiser Permanente-Franklin,Denver,Colorado,80205,United States
36949095,NCT02834013,Recruiting,Sutter Solano Medical Center/Cancer Center,Vallejo,California,94589,United States
36949114,NCT02834013,Suspended,National Jewish Health-Main Campus,Denver,Colorado,80206,United States
36949096,NCT02834013,Recruiting,Kaiser Permanente-Walnut Creek,Walnut Creek,California,94596,United States
36949115,NCT02834013,Recruiting,The Women's Imaging Center,Denver,Colorado,80209,United States
36949097,NCT02834013,Recruiting,Epic Care Cyberknife Center,Walnut Creek,California,94597,United States
36949116,NCT02834013,Recruiting,Porter Adventist Hospital,Denver,Colorado,80210,United States
36949098,NCT02834013,Recruiting,Kaiser Permanente-Woodland Hills,Woodland Hills,California,91367,United States
36949099,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Aurora,Aurora,Colorado,80012,United States
36949117,NCT02834013,Recruiting,Colorado Blood Cancer Institute,Denver,Colorado,80218,United States
36949118,NCT02834013,Recruiting,Presbyterian - Saint Lukes Medical Center - Health One,Denver,Colorado,80218,United States
36949119,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Midtown,Denver,Colorado,80218,United States
36949120,NCT02834013,Suspended,SCL Health Saint Joseph Hospital,Denver,Colorado,80218,United States
36949121,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Rose,Denver,Colorado,80220,United States
36949122,NCT02834013,Recruiting,Rose Medical Center,Denver,Colorado,80220,United States
36949123,NCT02834013,Recruiting,Mercy Medical Center,Durango,Colorado,81301,United States
36949124,NCT02834013,Recruiting,Southwest Oncology PC,Durango,Colorado,81301,United States
36949125,NCT02834013,Recruiting,Mountain Blue Cancer Care Center - Swedish,Englewood,Colorado,80113,United States
36949126,NCT02834013,Recruiting,Rocky Mountain Cancer Centers - Swedish,Englewood,Colorado,80113,United States
36949127,NCT02834013,Recruiting,Swedish Medical Center,Englewood,Colorado,80113,United States
36949128,NCT02834013,Recruiting,The Melanoma and Skin Cancer Institute,Englewood,Colorado,80113,United States
36949129,NCT02834013,"Active, not recruiting",Poudre Valley Hospital,Fort Collins,Colorado,80524,United States
36949158,NCT02834013,Recruiting,Smilow Cancer Hospital Care Center - Guiford,Guilford,Connecticut,06437,United States
36949130,NCT02834013,"Active, not recruiting",Valley View Hospital Cancer Center,Glenwood Springs,Colorado,81601,United States
36949159,NCT02834013,Recruiting,Smilow Cancer Hospital Care Center at Saint Francis,Hartford,Connecticut,06105,United States
36949131,NCT02834013,Suspended,Mountain Blue Cancer Care Center,Golden,Colorado,80401,United States
36949160,NCT02834013,Recruiting,Smilow Cancer Center/Yale-New Haven Hospital,New Haven,Connecticut,06510,United States
36949132,NCT02834013,Suspended,National Jewish Health-Western Hematology Oncology,Golden,Colorado,80401,United States
36949161,NCT02834013,Recruiting,Yale University,New Haven,Connecticut,06520,United States
36949133,NCT02834013,Suspended,Saint Mary's Hospital and Regional Medical Center,Grand Junction,Colorado,81501,United States
36949162,NCT02834013,Recruiting,Yale-New Haven Hospital North Haven Medical Center,North Haven,Connecticut,06473,United States
36949134,NCT02834013,"Active, not recruiting",Grand Valley Oncology,Grand Junction,Colorado,81505,United States
36949163,NCT02834013,"Active, not recruiting",Stamford Hospital/Bennett Cancer Center,Stamford,Connecticut,06904,United States
36949135,NCT02834013,Suspended,North Colorado Medical Center,Greeley,Colorado,80631,United States
36949164,NCT02834013,Recruiting,Smilow Cancer Hospital Care Center-Trumbull,Trumbull,Connecticut,06611,United States
36949136,NCT02834013,Suspended,Rocky Mountain Cancer Centers-Greenwood Village,Greenwood Village,Colorado,80111,United States
36949165,NCT02834013,Recruiting,Smilow Cancer Hospital-Waterbury Care Center,Waterbury,Connecticut,06708,United States
36949137,NCT02834013,Suspended,Good Samaritan Medical Center,Lafayette,Colorado,80026,United States
36949166,NCT02834013,Recruiting,Veterans Affairs Connecticut Healthcare System-West Haven Campus,West Haven,Connecticut,06516,United States
36949167,NCT02834013,Recruiting,Beebe South Coastal Health Campus,Frankford,Delaware,19945,United States
36949138,NCT02834013,Recruiting,Kaiser Permanente-Rock Creek,Lafayette,Colorado,80026,United States
36949168,NCT02834013,Recruiting,Beebe Medical Center,Lewes,Delaware,19958,United States
36949139,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Lakewood,Lakewood,Colorado,80228,United States
36949169,NCT02834013,Recruiting,Delaware Clinical and Laboratory Physicians PA,Newark,Delaware,19713,United States
36949140,NCT02834013,Recruiting,Saint Anthony Hospital,Lakewood,Colorado,80228,United States
36949170,NCT02834013,Recruiting,Helen F Graham Cancer Center,Newark,Delaware,19713,United States
36949141,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Littleton,Littleton,Colorado,80120,United States
36949171,NCT02834013,Recruiting,Medical Oncology Hematology Consultants PA,Newark,Delaware,19713,United States
36949142,NCT02834013,Recruiting,Littleton Adventist Hospital,Littleton,Colorado,80122,United States
36949143,NCT02834013,Recruiting,Kaiser Permanente-Lone Tree,Lone Tree,Colorado,80124,United States
36949144,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Sky Ridge,Lone Tree,Colorado,80124,United States
36949172,NCT02834013,Recruiting,Christiana Care Health System-Christiana Hospital,Newark,Delaware,19718,United States
36949145,NCT02834013,Recruiting,Sky Ridge Medical Center,Lone Tree,Colorado,80124,United States
36949173,NCT02834013,Recruiting,Beebe Health Campus,Rehoboth Beach,Delaware,19971,United States
36949146,NCT02834013,Recruiting,Longmont United Hospital,Longmont,Colorado,80501,United States
36949147,NCT02834013,Recruiting,Rocky Mountain Cancer Centers-Longmont,Longmont,Colorado,80501,United States
36949148,NCT02834013,Suspended,McKee Medical Center,Loveland,Colorado,80539,United States
36949149,NCT02834013,Recruiting,Parker Adventist Hospital,Parker,Colorado,80138,United States
36949150,NCT02834013,Suspended,Rocky Mountain Cancer Centers-Parker,Parker,Colorado,80138,United States
36949175,NCT02834013,Recruiting,Christiana Care Health System-Wilmington Hospital,Wilmington,Delaware,19801,United States
36949174,NCT02834013,Suspended,TidalHealth Nanticoke / Allen Cancer Center,Seaford,Delaware,19973,United States
36949176,NCT02834013,Recruiting,MedStar Georgetown University Hospital,Washington,District of Columbia,20007,United States
36949177,NCT02834013,Recruiting,Sibley Memorial Hospital,Washington,District of Columbia,20016,United States
36949178,NCT02834013,"Active, not recruiting",AdventHealth Altamonte,Altamonte Springs,Florida,32701,United States
36949179,NCT02834013,Recruiting,Mount Sinai Comprehensive Cancer Center at Aventura,Aventura,Florida,33180,United States
36949180,NCT02834013,Recruiting,Holy Cross Hospital,Fort Lauderdale,Florida,33308,United States
36949181,NCT02834013,Recruiting,University of Florida Health Science Center - Gainesville,Gainesville,Florida,32610,United States
36949182,NCT02834013,Recruiting,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Hollywood,Florida,33021,United States
36949183,NCT02834013,"Active, not recruiting",AdventHealth Kissimmee,Kissimmee,Florida,34744,United States
36949184,NCT02834013,Recruiting,Mount Sinai Medical Center,Miami Beach,Florida,33140,United States
36949185,NCT02834013,"Active, not recruiting",AdventHealth Medical Group Urology at Orlando,Orlando,Florida,32803,United States
36949186,NCT02834013,"Active, not recruiting",AdventHealth Orlando,Orlando,Florida,32803,United States
36949187,NCT02834013,Suspended,Orlando Health Cancer Institute,Orlando,Florida,32806,United States
36949188,NCT02834013,"Active, not recruiting",AdventHealth East Orlando,Orlando,Florida,32822,United States
36949189,NCT02834013,Recruiting,Memorial Hospital West,Pembroke Pines,Florida,33028,United States
36949190,NCT02834013,Recruiting,Moffitt Cancer Center-International Plaza,Tampa,Florida,33607,United States
