nct_id,downcase_mesh_term,official_title,brief_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT00356512,hypoparathyroidism,Physiologic Regulation of FGF-23,Physiologic Regulation of FGF-23,Hypoparathyroidism,2006-07-25,2009-09-02,,Observational,Completed,,National Institutes of Health Clinical Center (CC),National Institute of Dental and Craniofacial Research (NIDCR),"National Institutes of Health Clinical Center, 9000 Rockville Pike",,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00356512
NCT00358956,thyroid cancer,"A Phase II, Open-Label Study To Assess The Efficacy and Tolerability of ZD6474 (ZACTIMA™ ) 100 mg Monotherapy In Subjects With Locally Advanced or Metastatic Hereditary Medullary Thyroid Cancer",A Study To Assess ZD6474 (ZACTIMA™) Monotherapy In Locally Advanced or Metastatic Hereditary Medullary Thyroid Cancer,Thyroid Cancer,2006-07-28,2008-01-31,2014-05-31,Interventional,Completed,Phase 2,Sanofi,"Genzyme, a Sanofi Company",Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site|Research Site,Drug,Australia|Canada|Italy|Netherlands|Romania|Spain|Switzerland|United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00358956
NCT00359385,hyperparathyroidism,The Effects of Alendronate After Cure of Primary Hyperparathyroidism,The Effects of Alendronate After Cure of Primary Hyperparathyroidism,Hyperparathyroidism,2006-08-01,2009-09-30,2009-09-30,Interventional,Withdrawn,Phase 4,Columbia University,Columbia University|Merck Sharp & Dohme Corp.,CUMC,Drug,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00359385
NCT00373711,thyroid cancer,"Comparison of I-124 PET/CT, F-18 FDG PET/CT and I-123 Whole Body Scintigraphy for Recurrent Thyroid Cancer Detection","Comparison of I-124 PET/CT, F-18 FDG PET/CT & I-123 Whole Body Scintigraphy for Recurrent Thyroid CA",Thyroid Cancer,2006-09-06,,,Observational,Withdrawn,,Stanford University,Stanford University,,Drug|Drug|Drug,,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00373711
NCT00374595,hyperparathyroidism,Vascular Risk After Kidney Transplantation,Vascular Risk After Kidney Transplantation,Cardiovascular Disease|Chronic Kidney Disease|Diabetes|Hyperparathyroidism|Vitamin D Deficiency,2006-09-08,2019-03-29,2019-04-30,Observational,Unknown status,,University of Nebraska,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of Nebraska,University of Nebraska Medical Center,,United States,19.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00374595
NCT00377312,hyperparathyroidism,Determining the Maximal Safe Dose of a Continuous Infusion of Parathyroid Hormone(1-34): Effects on Bone Formation,7 Day Continuous Parathyroid Hormone IV Infusion,"Bone Diseases, Endocrine|Hyperparathyroidism|Osteoporosis",2006-09-14,2007-12-31,2007-12-31,Interventional,Completed,Early Phase 1,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of Pittsburgh,University of Pittsburgh Medical Center,Drug,United States,24.0,35.0,[18-65],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00377312
NCT00379899,hyperparathyroidism,A Randomized Study to Evaluate the Effects of Cinacalcet Plus Low Dose Vitamin D on Vascular Calcification in Subjects With Chronic Kidney Disease (CKD) Receiving Hemodialysis,ADVANCE: Study to Evaluate Cinacalcet Plus Low Dose Vitamin D on Vascular Calcification in Subjects With Chronic Kidney Disease Receiving Hemodialysis,Calcification|Cardiovascular Disease|Chronic Kidney Disease|Chronic Renal Failure|Coronary Artery Calcification|End Stage Renal Disease|Hyperparathyroidism|Kidney Disease|Nephrology|Secondary Hyperparathyroidism|Vascular Calcification,2006-09-21,2009-05-31,2009-11-30,Interventional,Completed,Phase 4,Amgen,Amgen,,Drug,,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00379899
NCT00381641,thyroid gland hurthle cell carcinoma,"Phase II Trial of Sunitinib (SU11248) in Iodine-131 Refractory, Unresectable Differentiated Thyroid Cancers and Medullary Thyroid Cancers",Sunitinib Malate in Treating Patients With Thyroid Cancer That Did Not Respond to Iodine I 131 and Cannot Be Removed by Surgery,Differentiated Thyroid Gland Carcinoma|Recurrent Thyroid Gland Carcinoma|Refractory Thyroid Gland Carcinoma|Stage III Thyroid Gland Follicular Carcinoma AJCC v7|Stage III Thyroid Gland Medullary Carcinoma AJCC v7|Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVA Thyroid Gland Medullary Carcinoma AJCC v7|Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVB Thyroid Gland Medullary Carcinoma AJCC v7|Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7|Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7|Stage IVC Thyroid Gland Medullary Carcinoma AJCC v7|Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7|Stage IV Thyroid Gland Follicular Carcinoma AJCC v7|Stage IV Thyroid Gland Medullary Carcinoma AJCC v7|Stage IV Thyroid Gland Papillary Carcinoma AJCC v7|Thyroid Gland Hurthle Cell Carcinoma|Unresectable Thyroid Gland Carcinoma,2006-09-26,2016-12-31,,Interventional,Active not recruiting,Phase 2,National Cancer Institute (NCI),National Cancer Institute (NCI),University of Chicago Comprehensive Cancer Center|Decatur Memorial Hospital|NorthShore University HealthSystem-Evanston Hospital|Ingalls Memorial Hospital|Duly Health and Care Joliet|Loyola University Medical Center|Illinois CancerCare-Peoria|Central Illinois Hematology Oncology Center|Southern Illinois University School of Medicine|Fort Wayne Medical Oncology and Hematology Inc-Parkview|Northern Indiana Cancer Research Consortium|University of Maryland/Greenebaum Cancer Center|University of Michigan Comprehensive Cancer Center|Oncology Care Associates PLLC|Mercy Hospital Saint Louis|M D Anderson Cancer Center|Medical College of Wisconsin,Other|Other|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Hurthle cell thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00381641
NCT00385983,goiter,Total Thyroidectomy With Harmonic Scalpel® Versus Standard Surgery. Open Multicentric Randomized Controlled Trial,Total Thyroidectomy With Harmonic Scalpel®,Goiter|Thyroid Neoplasm|Thyroid Nodule,2006-10-10,,,Interventional,Unknown status,Phase 4,Brazilian Society of Head and Neck Surgery,Brazilian Society of Head and Neck Surgery|Johnson & Johnson,Hospital Araujo Jorge|Hospital Erasto Gaertner|Instituto Nacional de Cancer INCA|Hospital do Cancer de Natal|Hospital do Cancer AC Camargo|Hospital Heliopolis|Hospital Sao Paulo-UNIFESP|Instituto Arnaldo Vieira de Carvalho|Santa Casa de Misericordia,Device,Brazil,18.0,120.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT00385983
NCT00385983,thyroid nodule,Total Thyroidectomy With Harmonic Scalpel® Versus Standard Surgery. Open Multicentric Randomized Controlled Trial,Total Thyroidectomy With Harmonic Scalpel®,Goiter|Thyroid Neoplasm|Thyroid Nodule,2006-10-10,,,Interventional,Unknown status,Phase 4,Brazilian Society of Head and Neck Surgery,Brazilian Society of Head and Neck Surgery|Johnson & Johnson,Hospital Araujo Jorge|Hospital Erasto Gaertner|Instituto Nacional de Cancer INCA|Hospital do Cancer de Natal|Hospital do Cancer AC Camargo|Hospital Heliopolis|Hospital Sao Paulo-UNIFESP|Instituto Arnaldo Vieira de Carvalho|Santa Casa de Misericordia,Device,Brazil,18.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT00385983
NCT00389441,thyroid neoplasms,A Pivotal Phase 2 Study Of The Anti-Angiogenesis Agent AG-013736 In Patients With 131I-Refractory Metastatic Or Unresectable Locally-Advanced Thyroid Cancer,Study Of AG-013736 In Patients With 131I-Refractory Thyroid Cancer,Thyroid Neoplasms,2006-10-16,2012-09-30,2012-09-30,Interventional,Completed,Phase 2,Pfizer,Pfizer,Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site|Pfizer Investigational Site,Drug,Canada|China|Czech Republic|India|Italy|Poland|Spain|United Kingdom|United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00389441
NCT00395538,hypoparathyroidism,Effects of PTH Replacement on Bone in Hypoparathyroidism,Effects of PTH Replacement on Bone in Hypoparathyroidism,DiGeorge Syndrome|Hypoparathyroidism,2006-11-02,2017-09-30,2017-10-04,Interventional,Terminated,Phase 3,National Institutes of Health Clinical Center (CC),National Institute of Dental and Craniofacial Research (NIDCR),"National Institutes of Health Clinical Center, 9000 Rockville Pike",Drug,United States,18.0,70.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00395538
NCT00395902,hyperparathyroidism,A Retrospective Evaluation of Sensipar Use in Renal Transplant Recipients,Post Transplant Study,Hyperparathyroidism|Kidney Tansplant|Secondary Hyperparathyroidism,2006-11-02,,,Observational,Completed,,Amgen,Amgen,,Drug,,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00395902
NCT00400465,graves disease,Is the Routine Pressure Dressing After Thyroidectomy Necessary? A Prospective Randomized Controlled Study,Is the Routine Pressure Dressing After Thyroidectomy Necessary?,Goiter|Graves Disease|Thyroid Neoplasms|Thyroid Nodules,2006-11-14,2007-08-31,2007-09-30,Interventional,Completed,Phase 4,Khon Kaen University,Khon Kaen University,"Deapartment of Otolaryngology, Srinagarind Hospital, Khonkaen University",Procedure|Procedure,Thailand,0.0,120.0,[0-17]|[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT00400465
NCT00400465,thyroid neoplasms,Is the Routine Pressure Dressing After Thyroidectomy Necessary? A Prospective Randomized Controlled Study,Is the Routine Pressure Dressing After Thyroidectomy Necessary?,Goiter|Graves Disease|Thyroid Neoplasms|Thyroid Nodules,2006-11-14,2007-08-31,2007-09-30,Interventional,Completed,Phase 4,Khon Kaen University,Khon Kaen University,"Deapartment of Otolaryngology, Srinagarind Hospital, Khonkaen University",Procedure|Procedure,Thailand,0.0,120.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00400465
NCT00400465,goiter,Is the Routine Pressure Dressing After Thyroidectomy Necessary? A Prospective Randomized Controlled Study,Is the Routine Pressure Dressing After Thyroidectomy Necessary?,Goiter|Graves Disease|Thyroid Neoplasms|Thyroid Nodules,2006-11-14,2007-08-31,2007-09-30,Interventional,Completed,Phase 4,Khon Kaen University,Khon Kaen University,"Deapartment of Otolaryngology, Srinagarind Hospital, Khonkaen University",Procedure|Procedure,Thailand,0.0,120.0,[0-17]|[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT00400465
NCT00403390,congenital hypothyroidism,Generic vs. Name-Brand Levothyroxine: Assessment of Bioequivalence Using TSH as a Marker in Children With Permanent Hypothyroidism,Generic vs. Name-Brand Levothyroxine,Congenital Hypothyroidism|Hypothyroidism,2006-11-21,2009-12-31,2010-03-31,Interventional,Completed,Not Applicable,Boston Children's Hospital,Boston Children's Hospital,Children's Hospital Boston,Drug|Drug,United States,3.0,18.0,[0-17]|[18-65],Hypothyroidism,Congenital hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT00403390
NCT00403598,parathyroid diseases,,Preliminary Study for Identification of Calcium-Binding Proteins in the Serum in Various Metabolic Bone Disorders,Osteitis Deformans|Osteoporosis|Parathyroid Diseases,2006-11-23,,,Observational,Unknown status,,Sheba Medical Center,Ben-Gurion University of the Negev|Sheba Medical Center,"Sheba Medical Center, Tel Hashomer",,Israel,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT00403598
NCT00405405,thyroid gland cancer,A Phase I Study of the Combination of Chemoradiotherapy With Biologic Therapy for Advanced Head and Neck Cancer,Phase I of Biologics and Chemoradiation Therapy for Advanced Head and Neck Cancer,Head and Neck Cancer|Melanoma|Parotid Gland Cancer|Stage IV Head and Neck Cancer|Thyroid Gland Cancer,2006-11-29,2010-06-30,2010-06-30,Interventional,Completed,Phase 1,Thomas Jefferson University,"Genentech, Inc.|Sidney Kimmel Cancer Center at Thomas Jefferson University",Thomas Jefferson University,Drug|Drug|Drug|Drug|Radiation,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00405405
NCT00410761,thyroid cancer,"An International, Phase III, Randomized, Double-Blinded, Placebo-Controlled, Multi-Center Study to Assess the Efficacy of ZD6474 (ZACTIMATM) Versus Placebo in Subjects With Unresectable Locally Advanced or Metastatic Medullary Thyroid Cancer",An Efficacy Study Comparing ZD6474 to Placebo in Medullary Thyroid Cancer,Thyroid Cancer,2006-12-06,2009-07-31,2022-12-31,Interventional,Active not recruiting,Phase 3,Sanofi,"Genzyme, a Sanofi Company",Investigational Site Number 3|Investigational Site Number 8|Investigational Site Number 9|Investigational Site Number 11|Investigational Site Number 15|Investigational Site Number 18|Investigational Site Number 17|Investigational Site Number 2|Investigational Site Number 7|Investigational Site Number 14|Investigational Site Number 10|Investigational Site Number 6|Investigational Site Number 22|Investigational Site Number 19|Investigational Site Number 13|Investigational Site Number 21|Investigational Site Number 1001|Investigational Site Number 1901|Investigational Site Number 1101|Investigational Site Number 1102|Investigational Site Number 2301|Investigational Site Number 2302|Investigational Site Number 1203|Investigational Site Number 1202|Investigational Site Number 1201|Investigational Site Number 1204|Investigational Site Number 1205|Investigational Site Number 3601|Investigational Site Number 2701|Investigational Site Number 2802|Investigational Site Number 2803|Investigational Site Number 2801|Investigational Site Number 2002|Investigational Site Number 2001|Investigational Site Number 2005|Investigational Site Number 1601|Investigational Site Number 1401|Investigational Site Number 1402|Investigational Site Number 2506|Investigational Site Number 2502|Investigational Site Number 2503|Investigational Site Number 2501|Investigational Site Number 2505|Investigational Site Number 2504|Investigational Site Number 1501|Investigational Site Number 2403|Investigational Site Number 2402|Investigational Site Number 2404|Investigational Site Number 2902|Investigational Site Number 2901|Investigational Site Number 1701|Investigational Site Number 1702|Investigational Site Number 1703|Investigational Site Number 2602|Investigational Site Number 2601|Investigational Site Number 1801|Investigational Site Number 3301|Investigational Site Number 3402|Investigational Site Number 3401|Investigational Site Number 3003|Investigational Site Number 3001|Investigational Site Number 3002|Investigational Site Number 3102|Investigational Site Number 3101|Investigational Site Number 2101|Investigational Site Number 2102,Drug,"Australia|Austria|Belgium|Brazil|Canada|Czechia|Denmark|France|Germany|Hungary|India|Italy|Korea, Republic of|Mexico|Netherlands|Poland|Portugal|Romania|Russian Federation|Serbia|Spain|Sweden|Switzerland|United States",18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00410761
NCT00417612,hyperparathyroidism,The Role of Parathyroid Hormone in the Pathogenesis of Skeletal Disease in X-linked Hypophosphatemic Rickets (XLH),Effectiveness of Paricalcitol in Reducing Parathyroid Hormone (PTH) Levels in X-linked Hypophosphatemic Rickets,"Hyperparathyroidism|Hypophosphatemia, Familial",2006-12-28,2012-08-31,2012-08-31,Interventional,Completed,Phase 3,Yale University,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)|Yale University,Yale University School of Medicine,Drug|Other,United States,9.0,120.0,[0-17]|[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00417612
NCT00432146,graves disease,Positive Effect of Lugol's Solution on the Blood Flow and Microvessel Density of Thyroid Gland in the Patients With Graves' Disease,Effect of Lugol's Solution in the Patients With Graves' Disease,Graves Disease,2007-02-05,,2006-09-30,Observational,Completed,,Istanbul University,Istanbul University,,Drug,,14.0,61.0,[0-17]|[18-65],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT00432146
NCT00435851,thyroid cancer,Medico-Economic Comparison of Four Strategies of Radioiodine Ablation in Thyroid Carcinoma Patients - Estimabl,Medico-Economic Comparison of Four Strategies of Radioiodine Ablation in Thyroid Carcinoma Patients,Thyroid Cancer,2007-02-15,,,Interventional,Unknown status,Phase 3,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris|National Cancer Institute, France",Institut Gustave Roussy,Drug,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00435851
NCT00437931,hyperthyroidism,,Color Flow Doppler Ultrasound in Subclinical Thyroid Dysfunction,Hyperthyroidism|Subclinical Hypothyroidism|Thyroid Dysfunction,2007-02-19,2008-02-29,2008-02-29,Observational,Completed,,"HaEmek Medical Center, Israel","HaEmek Medical Center, Israel","Haemek Medical Center, Department of Radiology",,Israel,18.0,75.0,[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT00437931
NCT00439478,thyroid cancer,The Dental Safety Profile of High-Dose Radioiodine Therapy for Thyroid Cancer,Dental Safety Profile of High-Dose Radioiodine Therapy,Thyroid Cancer,2007-02-22,,2006-09-30,Observational,Completed,,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",University Hospital,Drug,Switzerland,0.0,120.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00439478
NCT00451880,papillary thyroid cancer,A Phase 1 Dose-Escalation Study of the Safety and Pharmacokinetics of XL281 Administered Orally to Subjects With Solid Tumors,Study of XL281 in Adults With Solid Tumors,Cancer|Colorectal Cancer|Melanoma|Non-small-cell Lung Cancer|Papillary Thyroid Cancer,2007-03-23,2011-10-31,2011-10-31,Interventional,Completed,Phase 1,Exelixis,Exelixis,Premiere Oncology of Arizona|H. Lee Moffitt Cancer Center & Research Institute|Barbara Ann Karmanos Cancer Institute|Memorial Sloan Kettering Cancer Center|Sarah Cannon Research Institute|Mary Crowley Cancer Research Center,Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT00451880
NCT00452049,hyperparathyroidism,"Observational Study to Evaluate the Effect of Parathyroidectomy on Renal Function, Endothelial Function and Blood Pressure","The Effect of Parathyroidectomy on Renal Function, Endothelial Function, and Blood Pressure",Hyperparathyroidism|Hypertension,2007-03-23,,,Observational,Unknown status,,Universitaire Ziekenhuizen Leuven,Universitaire Ziekenhuizen Leuven,University Hopsital Leuven,Procedure,Belgium,18.0,85.0,[18-65]|[65 and more],Parathyroid diseases,Hyperparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00452049
NCT00454077,thyroid cancer,Recombinant Human TSH (rhTSH)-Aided Radioiodine (131) Therapy for Thyroid Remnant Ablation in Differentiated Thyroid Cancer Patients: a Comparison Between 1850 MBq and 3700 MBq Activities,rhTSH-Thyroid Ablation With 1850 MBq of 131I,Thyroid Cancer,2007-03-28,,2006-09-30,Observational,Completed,,University of Siena,University of Siena,"Section of Endcrinology, University of Siena",Procedure,Italy,18.0,90.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00454077
NCT00454220,multinodular goiter,"Study to Evaluate the Dose, Safety and Effectiveness of Modified-Release Recombinant Human Thyroid Stimulating Hormone (MRrhTSH) When Used in Conjunction With Radioiodine for the Treatment of Multinodular Goiter.","Study to Determine the Dose, the Safety and Effectiveness of a New Drug, Modified Release rhTSH, in Patients With Multinodular Goiter",Multinodular Goiter,2007-03-28,2011-07-31,2011-07-31,Interventional,Completed,Phase 2,Sanofi,"Genzyme, a Sanofi Company",,Other|Drug|Drug,Brazil|Canada|Denmark|France|Germany|Italy|Netherlands|United States,35.0,80.0,[18-65]|[65 and more],Goiter,Goiter,https://clinicaltrials.gov/ct2/show/NCT00454220
NCT00459459,thyroid neoplasms,,Prognostic Significance of Fine-Needle Aspiration Cytology Features in Papillary Thyroid Carcinoma,Thyroid Neoplasms,2007-04-11,,2006-12-31,Observational,Completed,,National Taiwan University Hospital,National Taiwan University Hospital,"Shyang-Rong, Shih",Procedure,Taiwan,10.0,90.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00459459
NCT00467506,thyroid neoplasms,Phase II Two-step Radioimmunotherapy Clinical Study in Medullary Thyroid Carcinoma,Phase II Two-step Radioimmunotherapy Clinical Study in Medullary Thyroid Carcinoma,Thyroid Neoplasms,2007-04-27,2011-01-31,2011-01-31,Interventional,Completed,Phase 2,Nantes University Hospital,Nantes University Hospital,Centre François Baclesse|CHU de Grenoble|hôpital du Cluzeau|CHU|Hôpital de la timone|CHU|CHU|Centre René Huguenin|Centre René Gauducheau|Centre Paul Strauss|Centre Claudius Régaud,Drug,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00467506
NCT00470496,recurrent thyroid cancer,"A Phase I Study of Surgery Plus Intraoperative Photodynamic Therapy (PDT) in Patients With Resectable, Primary or Recurrent Head and Neck Cancer",Photodynamic Therapy Using HPPH in Treating Patients Undergoing Surgery for Primary or Recurrent Head and Neck Cancer,Recurrent Adenoid Cystic Carcinoma of the Oral Cavity|Recurrent Basal Cell Carcinoma of the Lip|Recurrent Esthesioneuroblastoma of the Paranasal Sinus and Nasal Cavity|Recurrent Inverted Papilloma of the Paranasal Sinus and Nasal Cavity|Recurrent Lymphoepithelioma of the Nasopharynx|Recurrent Lymphoepithelioma of the Oropharynx|Recurrent Metastatic Squamous Neck Cancer With Occult Primary|Recurrent Midline Lethal Granuloma of the Paranasal Sinus and Nasal Cavity|Recurrent Mucoepidermoid Carcinoma of the Oral Cavity|Recurrent Salivary Gland Cancer|Recurrent Squamous Cell Carcinoma of the Hypopharynx|Recurrent Squamous Cell Carcinoma of the Larynx|Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity|Recurrent Squamous Cell Carcinoma of the Nasopharynx|Recurrent Squamous Cell Carcinoma of the Oropharynx|Recurrent Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Recurrent Thyroid Cancer|Recurrent Verrucous Carcinoma of the Larynx|Recurrent Verrucous Carcinoma of the Oral Cavity|Stage I Adenoid Cystic Carcinoma of the Oral Cavity|Stage I Basal Cell Carcinoma of the Lip|Stage I Esthesioneuroblastoma of the Paranasal Sinus and Nasal Cavity|Stage I Follicular Thyroid Cancer|Stage II Adenoid Cystic Carcinoma of the Oral Cavity|Stage II Basal Cell Carcinoma of the Lip|Stage II Esthesioneuroblastoma of the Paranasal Sinus and Nasal Cavity|Stage II Follicular Thyroid Cancer|Stage II Inverted Papilloma of the Paranasal Sinus and Nasal Cavity|Stage II Lymphoepithelioma of the Nasopharynx|Stage II Lymphoepithelioma of the Oropharynx|Stage II Midline Lethal Granuloma of the Paranasal Sinus and Nasal Cavity|Stage II Mucoepidermoid Carcinoma of the Oral Cavity|Stage I Inverted Papilloma of the Paranasal Sinus and Nasal Cavity|Stage II Papillary Thyroid Cancer|Stage II Salivary Gland Cancer|Stage II Squamous Cell Carcinoma of the Hypopharynx|Stage II Squamous Cell Carcinoma of the Larynx|Stage II Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage II Squamous Cell Carcinoma of the Oropharynx|Stage II Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Stage II Verrucous Carcinoma of the Larynx|Stage II Verrucous Carcinoma of the Oral Cavity|Stage I Lymphoepithelioma of the Nasopharynx|Stage I Lymphoepithelioma of the Oropharynx|Stage I Midline Lethal Granuloma of the Paranasal Sinus and Nasal Cavity|Stage I Mucoepidermoid Carcinoma of the Oral Cavity|Stage I Papillary Thyroid Cancer|Stage I Salivary Gland Cancer|Stage I Squamous Cell Carcinoma of the Hypopharynx|Stage I Squamous Cell Carcinoma of the Larynx|Stage I Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage I Squamous Cell Carcinoma of the Oropharynx|Stage I Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Stage I Verrucous Carcinoma of the Larynx|Stage I Verrucous Carcinoma of the Oral Cavity,2007-05-03,2011-10-28,2018-08-30,Interventional,Completed,Phase 1,Roswell Park Cancer Institute,National Cancer Institute (NCI)|Roswell Park Cancer Institute,Roswell Park Cancer Institute,Drug|Drug|Procedure,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Recurrent Thyroid Cancer,https://clinicaltrials.gov/ct2/show/NCT00470496
NCT00471458,hyperthyroidism,Follow-up Study of Hyperthyroid Patients Treated With RAI in 1965-2002: Morbidity in Long-Term Follow-up,Follow-up Study of the RAI-Treated Hyperthyroid Patients,Atrial Fibrillation|Cardiovascular Diseases|Hyperthyroidism,2007-05-09,,2003-12-31,Observational,Completed,,Tampere University,Tampere University,"Tampere University Hospital, Department of Internal Medicine",,Finland,0.0,120.0,[0-17]|[18-65]|[65 and more],Hyperthyroidism,Hyperthyroidism,https://clinicaltrials.gov/ct2/show/NCT00471458
NCT00473265,hypoparathyroidism,Bone Properties in Hypoparathyroidism: Effects of PTH,Bone Properties in Hypoparathyroidism: Effects of PTH,Hypoparathyroidism,2007-05-14,2011-01-31,2014-06-30,Interventional,Completed,Phase 2/Phase 3,Columbia University,John P. Bilezikian|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Columbia University,Drug,United States,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Hypoparathyroidism,https://clinicaltrials.gov/ct2/show/NCT00473265
NCT00480428,thyroid cancer,Study to Improve Thyroid Doses From Fallout Exposure in Kazakhstan,Radiation Exposure and Thyroid Disease in Kazakhstan,Other Thyroid Disease|Thyroid Cancer|Thyroid Nodules,2007-05-30,,2017-08-17,Observational,Completed,,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),Semipalatinsk State Medical Academy,,Kazakhstan,65.0,90.0,[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT00480428
