nct_id,downcase_mesh_term,official_title,all_conditions,study_first_submitted_date,primary_completion_date,completion_date,study_type,overall_status,study_phases,funded_bys,sponsors_name,investigators,intervention_types,location,minimum_age_num,maximum_age_num,category_age,category,sub_category,URL
NCT03181100,poorly differentiated thyroid gland carcinoma,Atezolizumab Combinations With Chemotherapy for Anaplastic and Poorly Differentiated Thyroid Carcinomas,Metastatic Thyroid Gland Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Stage IVA Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVB Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVC Thyroid Gland Anaplastic Carcinoma AJCC v8|Thyroid Gland Anaplastic Carcinoma|Unresectable Thyroid Gland Carcinoma,2017-06-06,2023-07-27,2023-07-27,Interventional,Recruiting,Phase 2,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI),M D Anderson Cancer Center,Drug|Biological|Drug|Drug|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Poorly differentiated thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03181100
NCT03181100,thyroid gland anaplastic carcinoma,Atezolizumab Combinations With Chemotherapy for Anaplastic and Poorly Differentiated Thyroid Carcinomas,Metastatic Thyroid Gland Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Stage IVA Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVB Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVC Thyroid Gland Anaplastic Carcinoma AJCC v8|Thyroid Gland Anaplastic Carcinoma|Unresectable Thyroid Gland Carcinoma,2017-06-06,2023-07-27,2023-07-27,Interventional,Recruiting,Phase 2,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI),M D Anderson Cancer Center,Drug|Biological|Drug|Drug|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, anaplastic",https://clinicaltrials.gov/ct2/show/NCT03181100
NCT03181100,metastatic thyroid gland carcinoma,Atezolizumab Combinations With Chemotherapy for Anaplastic and Poorly Differentiated Thyroid Carcinomas,Metastatic Thyroid Gland Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Stage IVA Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVB Thyroid Gland Anaplastic Carcinoma AJCC v8|Stage IVC Thyroid Gland Anaplastic Carcinoma AJCC v8|Thyroid Gland Anaplastic Carcinoma|Unresectable Thyroid Gland Carcinoma,2017-06-06,2023-07-27,2023-07-27,Interventional,Recruiting,Phase 2,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center|National Cancer Institute (NCI),M D Anderson Cancer Center,Drug|Biological|Drug|Drug|Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Metastatic Thyroid Cancer,https://clinicaltrials.gov/ct2/show/NCT03181100
NCT03196518,thyroid cancer,PET Imaging of Thyroid Tissue Expressing Sodium-iodine Symporter Using the New Tracer 18F-tetrafluoroborate (18F-TFB),Thyroid Cancer,2017-06-21,2023-06-30,2023-06-30,Interventional,Recruiting,Not Applicable,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Procedure|Other,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03196518
NCT03215095,thyroid cancer,"Radioiodine (RAI) in Combination With Durvalumab (Medi4736) for RAI-avid, Recurrent/Metastatic Thyroid Cancers",Thyroid Cancer,2017-07-11,2023-07-31,2023-07-31,Interventional,"Active, not recruiting",Early Phase 1,Memorial Sloan Kettering Cancer Center,AstraZeneca|MedImmune LLC|Memorial Sloan Kettering Cancer Center,Memoral Sloan Kettering Basking Ridge|Memoral Sloan Kettering Monmouth|Memorial Sloan Kettering Bergen|Memorial Sloan Kettering Commack|Memorial Sloan Kettering Westchester|Memorial Sloan Kettering Cancer Center|Memorial Sloan Kettering Nassau,Drug|Radiation,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03215095
NCT03246958,thyroid cancer,"A Phase 2 Study of Nivolumab Plus Ipilimumab in RAI Refractory, Aggressive Thyroid Cancer With Exploratory Cohorts in Medullary and Anaplastic Thyroid Cancer",Thyroid Cancer,2017-08-08,2022-12-31,2025-03-31,Interventional,"Active, not recruiting",Phase 2,Dana-Farber Cancer Institute,Bristol-Myers Squibb|Dana-Farber Cancer Institute,Dana Farber Cancer Institute,Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03246958
NCT03285230,thyroid cancer,The French E3N Prospective Cohort Study (Etude Epidémiologique auprès de Femmes de la Mutuelle Générale de l'Education Nationale),Asthma|Breast Cancer|Cardiovascular Diseases|Colo-rectal Cancer|Crohn Disease|Depression|Diabetes|Endometrial Cancer|Endometriosis|Hypertension|Inflammatory Bowel Diseases|Melanoma|Parkinson Disease|Thyroid Cancer,2017-07-27,1991-11-15,2025-12-15,Observational,"Active, not recruiting",,"Institut National de la Santé Et de la Recherche Médicale, France","Gustave Roussy, Cancer Campus, Grand Paris|Institut National de la Santé Et de la Recherche Médicale, France|Ligue contre le cancer, France|Université Paris-Sud",,,,40.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03285230
NCT03324880,hypoparathyroidism,"A Randomized, Double-blind, Placebo-controlled, Adaptive Study to Evaluate Symptom Improvement and Metabolic Control Among Adult Subjects With Symptomatic Hypoparathyroidism Treated With Recombinant Human Parathyroid Hormone [rhPTH(1-84)]",Hypoparathyroidism,2017-10-10,2022-05-10,2022-05-10,Interventional,Recruiting,Phase 4,Takeda,Shire,"University of Chicago|Michigan Bone and Mineral Clinic|Mayo Clinic - PPDS|Physicians East PA|Ohio State University Wexner Medical Center|Children's Hospital of Philadelphia|UZ Gent|UZ Leuven|Nova Scotia Health Authority (Capital District Health Authority)|Bone Research and Education Centre|CHU de Quebec-Universite Laval|Eastern Health - Health Sciences Center- General Hospital|Aarhus Universitetshospital|Odense Universitetshospital|CHU Angers|Hopital Jean Minjoz|CHU Bicêtre|CHRU Lille|Universitätsklinikum Carl Gustav Carus an der TU Dresden|Fondazione IRCCS Cà Granda Ospedale Maggiore Policlinico|Universita di Firenze, Dipartimento di Chirurgia e Medicina Traslazionale (DCMT)|Università Campus Bio Medico Di Roma|VU Medisch Centrum|Leids Universitair Medisch Centrum|Erasmus MC|Haukeland Universitetssykehus|Oslo Universitetssykehus HF Rikshospitalet|Oslo Universitetssykehus Aker|Centro Hospitalar E Universitário de Coimbra EPE|Unidade Local de Saúde de Matosinhos SA|Centro Hospitalar de São João, E.P.E.|C.H. Regional Reina Sofia - PPDS|Hospital Universitario Quironsalud Madrid|Hospital Universitario Fundacion Jimenez Diaz|Hospital Universitario 12 de Octubre|Karolinska Universitetssjukhuset Solna|Sahlgrenska Universitetssjukhuset|Skanes Universitetssjukhus Lund|Ninewells Hospital - PPDS|Norfolk and Norwich University Hospital|Queen Elizabeth Hospital|Leicester Royal Infirmary|Manchester Royal Infirmary - PPDS",Biological|Biological,Belgium|Canada|Denmark|France|Germany|Italy|Netherlands|Norway|Portugal|Spain|Sweden|United Kingdom|United States,18.0,85.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03324880
NCT03324893,"hyperparathyroidism, primary",18F-Fluorocholine PET/MRI for the Localization of Parathyroid Adenomas,"18F-fluorocholine|Hyperparathyroidism, Primary|Positron-Emission Tomography",2017-10-17,2021-06-30,2021-06-30,Interventional,"Active, not recruiting",Not Applicable,"University Health Network, Toronto","University Health Network, Toronto",UHN,Diagnostic Test,Canada,18.0,120.0,[18-65]|[65 and more],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03324893
NCT03360890,thyroid cancer,Synergy of Pembrolizumab Anti-PD-1 Immunotherapy With Chemotherapy for Poorly Chemo-responsive Thyroid and Salivary Gland Tumors. The iPRIME Study.,Salivary Gland Cancer|Thyroid Cancer,2017-11-20,2022-09-30,2022-09-30,Interventional,Recruiting,Phase 2,University of Chicago,University of Chicago,University of Chicago Comprehensive Cancer Center,Drug|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03360890
NCT03377829,thyroid cancer,A Multicenter Prospective Controlled Trial of Laser Ablation Versus Surgery for the Treatment of Papillary Thyroid Microcarcinoma,Thyroid Cancer|Treatment Related Cancer,2017-11-26,2021-08-31,2022-12-31,Interventional,Recruiting,Not Applicable,Ruijin Hospital,WeiWei Zhan,"Ultrasound Department, Chinese PLA General Hospital|Ultrasound Department of the Third Hospital Affiliated to Zhongshan University|Ultrasound Department, the Second Affiliated Hospital of Harbin Medical Univercity|Ultrasound Department, the Xiangya Third Hospital of Zhongnan University|Ultrasound Department, the First Affliction Hospital of Nanjing Medical University|Ultrasound Department, the First Affiliated Hospital of Soochow University|Ultrasound Department, First people's Hospital Affiliated to Medical School of Shanghai Jiaotong University|Ultrasound Department, Ruijin Hospital Affiliated to Medical School of Shanghai Jiaotong University|The department of ultrasound ,second affiliated hospital of xi'an jiaotong university|Department of Ultrasonography, Zhejiang Cancer Hospital|Department of Ultrasound Medicine, the First Hospital Affiliated to Medical School of Zhejiang University|Department of Endocrinology, Regina Apostolorum Hospital|Diagnostic Imaging, Regina Apostolorum Hospital",Procedure|Procedure,China|Italy,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03377829
NCT03395925,thyroid nodule,Evaluation of the Thyroid Volume After Radiofrequency Ablation of Thyroid Nodules and Recurrent Thyroid,Thyroid Nodule,2017-12-17,2021-10-30,2022-01-30,Interventional,"Active, not recruiting",Not Applicable,Olympus Surgical Technologies Europe,Olympus Surgical Technologies Europe,Johann-Wolfgang Goethe University,Device,Germany,18.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03395925
NCT03432299,thyroid cancer,Radiofrequency Ablation of Low Risk Papillary Thyroid Microcarcinoma: Safety and Efficacy,Papillary Thyroid Microcarcinoma|Thyroid Cancer,2018-01-22,2023-07-31,2023-12-31,Interventional,Recruiting,Not Applicable,Seoul National University Hospital,Seoul National University Hospital,Seoul National University Hospital,Procedure,"Korea, Republic of",19.0,60.0,[18-65],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03432299
NCT03449108,poorly differentiated thyroid gland carcinoma,Clinical Study to Assess Efficacy and Safety of LN-145/LN-145-S1 (Autologous Centrally Manufactured Tumor Infiltrating Lymphocytes) Across Multiple Tumor Types,Bone Sarcoma|Dedifferentiated Chondrosarcoma|Giant Cell Tumor of Bone|Malignancy in Giant Cell Tumor of Bone|Malignant Solid Neoplasm|Ovarian Carcinosarcoma|Platinum-Resistant Ovarian Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Recurrent Osteosarcoma|Recurrent Ovarian Carcinoma|Refractory Osteosarcoma|Soft Tissue Sarcoma|Thyroid Gland Anaplastic Carcinoma|Thyroid Gland Squamous Cell Carcinoma|Undifferentiated High Grade Pleomorphic Sarcoma of Bone,2018-02-22,2023-06-30,2024-06-30,Interventional,Recruiting,Phase 2,M.D. Anderson Cancer Center,"Iovance Biotherapeutics, Inc.|M.D. Anderson Cancer Center|National Cancer Institute (NCI)",M D Anderson Cancer Center,Biological|Biological|Biological|Drug|Drug|Biological|Biological|Other|Other,United States,16.0,70.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Poorly differentiated thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03449108
NCT03449108,thyroid gland anaplastic carcinoma,Clinical Study to Assess Efficacy and Safety of LN-145/LN-145-S1 (Autologous Centrally Manufactured Tumor Infiltrating Lymphocytes) Across Multiple Tumor Types,Bone Sarcoma|Dedifferentiated Chondrosarcoma|Giant Cell Tumor of Bone|Malignancy in Giant Cell Tumor of Bone|Malignant Solid Neoplasm|Ovarian Carcinosarcoma|Platinum-Resistant Ovarian Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Recurrent Osteosarcoma|Recurrent Ovarian Carcinoma|Refractory Osteosarcoma|Soft Tissue Sarcoma|Thyroid Gland Anaplastic Carcinoma|Thyroid Gland Squamous Cell Carcinoma|Undifferentiated High Grade Pleomorphic Sarcoma of Bone,2018-02-22,2023-06-30,2024-06-30,Interventional,Recruiting,Phase 2,M.D. Anderson Cancer Center,"Iovance Biotherapeutics, Inc.|M.D. Anderson Cancer Center|National Cancer Institute (NCI)",M D Anderson Cancer Center,Biological|Biological|Biological|Drug|Drug|Biological|Biological|Other|Other,United States,16.0,70.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, anaplastic",https://clinicaltrials.gov/ct2/show/NCT03449108
NCT03449108,thyroid gland squamous cell carcinoma,Clinical Study to Assess Efficacy and Safety of LN-145/LN-145-S1 (Autologous Centrally Manufactured Tumor Infiltrating Lymphocytes) Across Multiple Tumor Types,Bone Sarcoma|Dedifferentiated Chondrosarcoma|Giant Cell Tumor of Bone|Malignancy in Giant Cell Tumor of Bone|Malignant Solid Neoplasm|Ovarian Carcinosarcoma|Platinum-Resistant Ovarian Carcinoma|Poorly Differentiated Thyroid Gland Carcinoma|Recurrent Osteosarcoma|Recurrent Ovarian Carcinoma|Refractory Osteosarcoma|Soft Tissue Sarcoma|Thyroid Gland Anaplastic Carcinoma|Thyroid Gland Squamous Cell Carcinoma|Undifferentiated High Grade Pleomorphic Sarcoma of Bone,2018-02-22,2023-06-30,2024-06-30,Interventional,Recruiting,Phase 2,M.D. Anderson Cancer Center,"Iovance Biotherapeutics, Inc.|M.D. Anderson Cancer Center|National Cancer Institute (NCI)",M D Anderson Cancer Center,Biological|Biological|Biological|Drug|Drug|Biological|Biological|Other|Other,United States,16.0,70.0,[0-17]|[18-65]|[65 and more],Thyroid neoplasms,Thyroid Gland Squamous Cell Carcinoma,https://clinicaltrials.gov/ct2/show/NCT03449108
NCT03469011,papillary thyroid cancer,A Phase I Dose Escalation Trial to Determine if Imatinib Treatment Restores Sodium Iodide Symporter Function and Sensitivity to Radioiodine Treatment in Metastatic Thyroid Cancer Patients,Papillary Thyroid Cancer,2018-03-12,2021-12-31,2021-12-31,Interventional,Recruiting,Phase 1,AHS Cancer Control Alberta,AHS Cancer Control Alberta|Alberta Cancer Foundation,Cross Cancer Institute,Drug,Canada,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, papillary",https://clinicaltrials.gov/ct2/show/NCT03469011
NCT03475953,thyroid cancer,A Phase I/II Study of Regorafenib Plus Avelumab in Solid Tumors,"Biliary Tract Cancer|Colorectal Cancer Not MSI-H or MMR-deficient|Gastro-enteropancreatic Neuroendocrine Tumor|GIST|Hepatocellular Carcinoma|Non-small Cell Lung Cancer|Oesophageal or Gastric Carcinoma|Soft-tissue Sarcoma|Solid Tumor, Adult|Thyroid Cancer",2018-02-20,2020-12-31,2022-12-31,Interventional,Recruiting,Phase 1/Phase 2,Institut Bergonié,"Bayer|Institut Bergonié|Merck KGaA, Darmstadt, Germany",Institut Bergonié|Centre Hospitalier Régional Universitaire - CHU Morvan|Centre Léon Bérard|Institut de Cancérologie de Montpellier|Institut Curie|IUCT Oncopôle - Institut Claudius Regaud|Institut Gustave Roussy,Drug|Drug|Drug|Drug|Drug,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03475953
NCT03483337,thyroid cancer,Quantitative Imaging Tools to Derive DW-MRI Oncological Biomarkers,Head and Neck Cancer|Thyroid Cancer,2018-03-19,2024-03-31,2024-03-31,Observational,Recruiting,,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Other|Other,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03483337
NCT03484884,thyroid cancer,A Feasibility Study of Non-Invasive Cerenkov Luminescence Imaging in Patients With Cancer,Thyroid Cancer,2018-03-20,2023-03-31,2023-03-31,Observational,Recruiting,,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan - Kettering Cancer Center,Diagnostic Test,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03484884
NCT03488134,thyroid cancer,"A Prospective Study of Predicting Prognosis and Recurrence of Thyroid Cancer Via New Biomarkers, Urinary Exosomal Thyroglobulin and Galectin-3",Thyroid Cancer,2018-03-28,2022-01-31,2023-07-31,Observational [Patient Registry],"Active, not recruiting",,National Taiwan University Hospital,National Taiwan University Hospital,National Taiwan University Hospital,,Taiwan,20.0,80.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03488134
NCT03517579,graves disease,Personalized Treatment Planning for Radio-iodine Therapy of Thyroid Disease,Graves Disease|Thyroid Cancer,2018-04-03,2024-10-15,2024-12-15,Interventional,Recruiting,Not Applicable,Johns Hopkins University,Johns Hopkins University,Johns Hopkins Hospital,Device,United States,21.0,65.0,[18-65]|[65 and more],Hyperthyroidism,Graves' disease,https://clinicaltrials.gov/ct2/show/NCT03517579
NCT03517579,thyroid cancer,Personalized Treatment Planning for Radio-iodine Therapy of Thyroid Disease,Graves Disease|Thyroid Cancer,2018-04-03,2024-10-15,2024-12-15,Interventional,Recruiting,Not Applicable,Johns Hopkins University,Johns Hopkins University,Johns Hopkins Hospital,Device,United States,21.0,65.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03517579
NCT03570021,thyroid cancer,ESTIMation of the ABiLity of Prophylactic Central Compartment Neck Dissection to Modify Outcomes in Low-risk Differentiated Thyroid Cancer,Thyroid Cancer,2018-06-15,2026-06-30,2026-06-30,Interventional,Recruiting,Phase 3,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",Gustave Roussy,Procedure|Procedure,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03570021
NCT03573960,thyroid neoplasms,"Prospective Single Arm Post Marketing Phase IV Study to Assess the Safety and Efficacy of Lenvatinib in Subjects With Locally Recurrent or Metastatic, Progressive, Radioiodine Refractory Differentiated Thyroid Cancer",Thyroid Neoplasms,2018-06-19,2022-12-31,2022-12-31,Interventional,"Active, not recruiting",Phase 4,Eisai Inc.,Eisai Pharmaceuticals India Pvt. Ltd,"All India Institute of Medical Sciences|Indraprastha Apollo Hospital|Shetty's Hospital|Deenanath Mangeshkar Hospital|All India Institute of Medical Sciences|S. P. Medical College & A. G. Hospitals|Tata Memorial Hospital|BL Kapoor Hospital, New Delhi|Indrayani Hospital, Alandi|City Cancer Centre",Drug,India,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03573960
NCT03624751,thyroid cancer,Follow up for Patients With Thyroid Cancer Planed for Radioiodine Scan or Treatment,Thyroid Cancer,2018-05-24,2028-06-30,2030-06-30,Observational,Recruiting,,Taichung Veterans General Hospital,Taichung Veterans General Hospital,Division of Endocrinology and Metabolism in Taichung Veterans General Hospital,Radiation,Taiwan,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03624751
NCT03631771,hypothyroidism,"A Multicenter, Prospective Study to Evaluate the Risk of Hypothyroidism in Pediatric Patients Administered Intravascular Iohexol, Iodixanol, Iopromide, or Ioversol. THYROPED.",Hypothyroidism,2018-08-13,2024-08-31,2025-02-28,Interventional,Not yet recruiting,Phase 4,GE Healthcare,Bayer|GE Healthcare|Guerbet/Liebel-Flarsheim,,Drug|Drug|Drug|Drug,,0.0,3.0,[0-17],Hypothyroidism,Hypothyroidism,https://clinicaltrials.gov/ct2/show/NCT03631771
NCT03633708,secondary hyperparathyroidism,"Phase 3, Randomized, Open-label, Controlled, Multiple Dose, Efficacy, Safety, Pharmacokinetic, and Pharmacodynamic Study of Etelcalcetide in Pediatric Subjects 28 Days to < 18 Years of Age With Secondary Hyperparathyroidism and Chronic Kidney Disease Receiving Maintenance Hemodialysis",Chronic Kidney Disease|Secondary Hyperparathyroidism,2018-08-14,2023-01-31,2023-01-31,Interventional,Recruiting,Phase 3,Amgen,Amgen,Childrens Hospital of Los Angeles|Childrens Hospital Colorado|Childrens Mercy Hospital|Mount Sinai Kidney Center - B1 Renal Treatment|Cincinnati Childrens Hospital Medical Center|Cleveland Clinic|The Childrens Hospital at Oklahoma University Medical Center|Childrens Hospital of Philadelphia|Childrens Medical Center Dallas|Primary Childrens Hospital Outpatient Services|Hospital Italiano|Fresenius Escobar|Centro Infantil Del Rinon|Fortis Flt Lt Rajan Dhall Hospital|All India Institute of Medical Sciences|Sir Ganga Ram Hospital|Manipal Hospital|KLES Dr Prabhakar Kore Hospital and Medical Research Centre|NRS Medical College and Hospital|Seoul National University Hospital|Pusan National University Yangsan Hospital|Hospital Raja Perempuan Zainab II|Hospital TuanKu Jaafar|Hospital Wanita Dan Kanak-Kanak Kuala Lumpur|SBHI Pediatrics city clinical hospital of Saint Vladimir|Municipal Children Hospital 1|State Budgetary Healthcare Institution Samara Regional Clinical Hospital na V D Seredavin|National University Hospital|Kaohsiung Veterans General Hospital|National Cheng Kung University Hospital|National Taiwan University Hospital|Linkou Chang Gung Memorial Hospital|Hacettepe Universitesi Tip Fakultesi Ihsan Dogramaci Cocuk Hastanesi|Baskent Universitesi Ankara Hastanesi|Gazi Universitesi Tip Fakultesi|Istanbul Universitesi Cerrahpasa Tip Fakultesi|Ege Universitesi Tip Fakultesi|Erciyes Universitesi Tip Fakultesi Mustafa Eraslan ve Fevzi Mercan Cocuk Hastanesi|National Childrens Specializated Hospital OKHMATDIT,Drug,"Argentina|India|Korea, Republic of|Malaysia|Russian Federation|Singapore|Taiwan|Turkey|Ukraine|United States",0.0,18.0,[0-17]|[18-65],Parathyroid diseases,Parathyroid diseases,https://clinicaltrials.gov/ct2/show/NCT03633708
NCT03639662,follicular thyroid cancer,Psychological Impact of a Sophrological Accompaniment During the Announcement of Thyroid Cancer Compared With Usual Initial Management: Multicenter Randomized Prospective Study,Follicular Thyroid Cancer,2018-08-17,2022-03-31,2022-11-30,Interventional,Not yet recruiting,Not Applicable,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux De Marseille,Assistance Publique Des Hopitaux de Marseille,Other,France,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, follicular",https://clinicaltrials.gov/ct2/show/NCT03639662
NCT03643055,medullary thyroid cancer,Diagnostic Value of 18F-Fluorocholine PET/CT for the Detection of Medullary Thyroid Cancer,Medullary Thyroid Cancer,2018-08-20,2021-03-03,2024-09-03,Observational,"Active, not recruiting",,University Medical Centre Ljubljana,Institute of Oncology Ljubljana|University Medical Centre Ljubljana,"Department for nuclear medicine, University medical centre Ljubljana",Diagnostic Test,Slovenia,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,"Thyroid cancer, medullary",https://clinicaltrials.gov/ct2/show/NCT03643055
NCT03647358,thyroid carcinoma,Lesion Dosimetry With Iodine-124 in Metastatic Thyroid Carcinoma,Metastatic Thyroid Carcinoma|Thyroid Carcinoma,2018-08-22,2022-08-31,2022-08-31,Interventional,Recruiting,Phase 1,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center|Weill Cornell Medical Center,Device|Drug,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03647358
NCT03657654,thyroid cancer,Voice Outcomes Following Thyroidectomy Compared to Surgeries That Do Not Involve Risk to the Laryngeal Nerves,Thyroid Cancer|Thyroid Nodule,2018-08-29,2021-12-15,2021-12-15,Observational,Recruiting,,University of Virginia,University of Virginia,University of Virginia,Other,United States,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03657654
NCT03657654,thyroid nodule,Voice Outcomes Following Thyroidectomy Compared to Surgeries That Do Not Involve Risk to the Laryngeal Nerves,Thyroid Cancer|Thyroid Nodule,2018-08-29,2021-12-15,2021-12-15,Observational,Recruiting,,University of Virginia,University of Virginia,University of Virginia,Other,United States,18.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03657654
NCT03676348,thyroid cancer,"Health Related Quality of Life in Thyroid Cancer Patients, and in Patients With Thyroid Nodules Suspicious of Cancer",Quality of Life|Thyroid Cancer|Thyroid Nodule,2018-09-17,2023-04-30,2028-04-30,Observational,Recruiting,,Oslo University Hospital,Oslo University Hospital,"ENT department, Oslo University Hospital",,Norway,18.0,120.0,[18-65]|[65 and more],Thyroid neoplasms,Thyroid cancer,https://clinicaltrials.gov/ct2/show/NCT03676348
NCT03676348,thyroid nodule,"Health Related Quality of Life in Thyroid Cancer Patients, and in Patients With Thyroid Nodules Suspicious of Cancer",Quality of Life|Thyroid Cancer|Thyroid Nodule,2018-09-17,2023-04-30,2028-04-30,Observational,Recruiting,,Oslo University Hospital,Oslo University Hospital,"ENT department, Oslo University Hospital",,Norway,18.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03676348
NCT03676647,thyroid gland nodule,Retrospective-Prospective Collection of Thyroid Specimens After FNA,Thyroid Gland Nodule,2018-09-17,2023-12-31,2023-12-31,Observational,Recruiting,,City of Hope Medical Center,City of Hope Medical Center|National Cancer Institute (NCI),City of Hope Medical Center,Other,United States,19.0,120.0,[18-65]|[65 and more],Nodule,Nodule,https://clinicaltrials.gov/ct2/show/NCT03676647
